CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeSwap%,Mem_freeSwap,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
4.6667,9.1667,2.3333,5.6667,1.8333,9552.8421,159.3202,1.8882,0.0315,0.255,0.165,0.0933,86,7068835840,95,7821230080,100,104853504,96,7926083584,539.2,8.3333,1671.6667,0,3350629.086,55871.754,2620029.147,43688.9969,730599.9395,12182.757,NTSwL
5,9.8333,1.5,7,1.6667,16384,273.2488,3,0.05,0.31,0.2033,0.11,86,7068534784,95,7820935851,100,104853504,96,7925789355,963.24,541,1456.4,0,3619240.62,60360.9176,2821533.905,47056.9364,797706.7155,13303.9812,NTSwL
5,10,2.6667,5.8333,1.3333,16384,273.2488,3,0.05,0.2383,0.1983,0.1117,86,7070522709,95.8333,7822930603,100,104853504,96,7927784107,865.1,174.1667,1743.6667,0,3513901.905,58604.1011,2717537.83,45322.5122,796364.0746,13281.589,NTSwL
5,10.1667,2,5,2.6667,14792,246.6567,2.6113,0.0435,0.2733,0.2133,0.12,86,7070775979,96,7823190699,100,104853504,96,7928044203,1025.5,536.6667,1792.6667,0,3502322.97,58381.7798,2722580.171,45383.9002,779742.7989,12997.8796,NTSwL
5,9.8333,3.3333,3.6667,2.8333,39877.3249,664.8437,5.7651,0.0961,0.325,0.235,0.1317,86,7070441472,96,7822863019,100,104853504,96,7927716523,906.3667,281.5,2256,0,3360099.75,56029.6773,2626419.474,43795.5557,733680.2757,12234.1217,NTSwL
5,10,3.3333,2.5,3.5,281202.6751,4689.8378,45.6236,0.7609,0.225,0.225,0.1333,86,7068635136,95,7821085355,100,104853504,96,7925938859,677.9667,212,1072.3333,0,3597358.83,59995.9778,2761431.475,46054.561,835927.3547,13941.4169,NTSwL
5,10.1667,3.3333,3.3333,3.3333,9241.0244,154.0941,1.6921,0.0282,0.13,0.1967,0.1283,86,7068592128,95,7821051904,100,104853504,96,7925905408,847.6,346,1490.8333,0,3423843.277,57083.0823,2659334.436,44337.0196,764508.8403,12746.0627,NTSwL
5,9.5,1.8333,4.5,3.1667,7142.9756,119.1091,1.3079,0.0218,0.1633,0.1883,0.1283,86,7068119040,95,7820587008,100,104853504,96,7925440512,880.2667,380.8333,1876.1667,0,3352566.488,55904.0602,2604995.418,43438.3095,747571.0693,12465.7507,NTSwL
4,9,1.3333,4.6667,2.8333,16384,273.2033,3,0.05,0.2533,0.215,0.14,86,7067904000,95,7820380160,100,104853504,96,7925233664,785.9429,143.2857,2131.8571,0,3314471.688,55278.0468,2596371.817,43301.7314,718099.8709,11976.3154,NTSwL
4.8333,9.6667,1.1667,6,2.3333,27412.9836,457.0354,5.0195,0.0837,0.2533,0.2183,0.1433,86,7067516928,95,7819998549,100,104853504,96,7924852053,659.1333,342.8333,1213.8333,0,3520775.256,58708.9421,2693714.234,44917.6961,827061.0219,13791.246,NTSwL
5,9.6667,1.6667,4.6667,3.3333,25835.0164,430.6554,4.9805,0.083,0.1783,0.205,0.1433,86,7067344896,95,7819841536,100,104853504,96,7924695040,900.6,616.4,1273.2,0,3376322.094,56309.5746,2624770.229,43775.354,751551.8647,12534.2206,NTSwL
5,9.6667,2.6667,2.5,4.6667,16384,273.2033,3,0.05,0.2467,0.215,0.1483,86,7067258880,95,7819763712,100,104853504,96,7924617216,769.7667,214.3333,1325.8333,0,3504195.672,58432.4774,2710745.002,45201.6842,793450.67,13230.7932,NTSwL
5,9.3333,2,3.6667,4.1667,16384,273.2488,3,0.05,0.27,0.2317,0.16,86,7066914816,95,7819429205,100,104853504,96,7924282709,741.1,169.3333,1801.3333,0,3430141.527,57207.1636,2661675.01,44390.8441,768466.5169,12816.3195,NTSwL
4.8333,9.3333,3.1667,4,2.6667,9488,158.2388,1.7373,0.029,0.3067,0.245,0.1667,86,7066916181,95,7819437397,100,104853504,96,7924290901,447.4333,106.1667,1243.3333,0,3470097.229,57844.5946,2678868.129,44655.2447,791229.1001,13189.3499,NTSwL
5,9.8333,2.6667,4.6667,2.5,6896,115.01,1.2627,0.0211,0.29,0.2533,0.1783,86,7068718421,95.6667,7821247829,100,104853504,96,7926101333,914.8333,365.5,1314,0,3560549.463,59372.1771,2744282.853,45760.928,816266.6097,13611.2491,NTSwL
5,10,2.5,4,3.5,16384,273.2488,3,0.05,0.2767,0.255,0.1833,86,7069532160,96,7822068395,100,104853504,96,7926921899,672.4667,150.5,1885.8333,0,3418827.978,57008.9708,2651163.381,44208.1604,767664.5972,12800.8104,NTSwL
4.8333,9.6667,2.8333,2.6667,3.8333,16384,273.2033,3,0.05,0.2233,0.245,0.1833,86,7069188096,95,7821732523,100,104853504,96,7926586027,606.1429,93.4286,1653.4286,0,3439886.369,57369.6859,2660165.849,44365.6746,779720.5201,13004.0113,NTSwL
5,9.6667,1.3333,4.1667,4.5,16384,273.2488,3,0.05,0.125,0.2133,0.1733,86,7069016064,95,7821565952,100,104853504,96,7926419456,698.44,230.8,1418.8,0,3572358.093,59559.1546,2756320.992,45954.0012,816037.1011,13605.1534,NTSwL
4.1667,8.1667,1,3.3333,4,16384,273.2033,3,0.05,0.1783,0.21,0.1783,86,7069016064,95,7821572779,100,104853504,96,7926426283,242.9429,8.1429,816.2857,0,2635112.517,43955.1713,1741251.629,29045.0647,893860.8885,14910.1066,NTS
1.3333,1.5,1,1.3333,1.1667,16384,273.2033,3,0.05,0.0867,0.1767,0.17,86,7068973056,95,7821536597,100,104853504,96,7926390101,9.6,7.6667,13.3333,0,1833437.332,30577.674,912155.087,15212.7266,921282.245,15364.9474,NTS
1,1,1,1,1,11463.8799,191.1602,2.0991,0.035,0.0317,0.1417,0.1583,86,7068758016,95,7821328384,100,104853504,96,7926181888,10.0333,7.5,14,0,1854560.568,30914.4952,922606.613,15379.3401,931953.955,15535.1551,NTS
1,1,1,1,1,4920.1201,82.0704,0.9009,0.015,0.01,0.1133,0.1467,86,7068758016,95,7821336576,100,104853504,96,7926190080,8.9667,7.8333,10.6667,0,1833740.6,30577.6321,912235.4,15211.5291,921505.2,15366.1031,NTS
1,1,1,1,1,32768,546.4065,6,0.1001,0,0.09,0.135,86,7068758016,95,7821347499,100,104853504,96,7926201003,11.0333,7.8333,18.3333,0,1854725.9,30922.4058,922833.9,15385.6936,931892,15536.7122,NTS
1,1,1,1,0.3333,16384,273.1577,3,0.05,0,0.0717,0.1233,86,7068593493,95,7821191168,100,104853504,96,7926044672,9.1,7.5,11.3333,0,1833536.2,30564.0307,912064.2,15203.6039,921472,15360.4267,NTS
1,1,1,0.8333,1,12288,204.9366,2,0.0334,0,0.055,0.1117,86,7071264768,96,7823869269,100,104853504,96,7928722773,9.0667,7.6667,10.5,0,1853674.247,30915.1809,922136.848,15379.2003,931537.399,15535.9806,NTS
1,1,1,1,1,12693.9099,211.7063,2.3994,0.04,0,0.0433,0.0983,86,7070877696,96,7823489024,100,104853504,96,7928342528,9.6,8,12.6667,0,1834052.153,30577.7285,912348.752,15210.8828,921703.401,15366.8456,NTS
1,1,1,1,1,7786.0901,129.8331,1.6006,0.0267,0.05,0.0467,0.0917,86,7070705664,96,7823325184,100,104853504,96,7928178688,10.5,7.3333,16.8333,0,1853766.665,30921.8793,922215.5505,15383.0784,931551.1144,15538.8009,NTS
1,1,1,1,1,286720,4781.8546,45,0.7505,0.0217,0.0367,0.0867,86,7070275584,96,7822927872,100,104853504,96,7927781376,8.7667,7.5,11.1667,0,1835363.135,30604.6879,913271.4495,15228.8052,922091.6856,15375.8827,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.005,0.0283,0.08,86,7069931520,96,7822597461,100,104853504,96,7927450965,10.2333,8.1667,14.6667,0,1853724.532,30916.0195,922191.733,15380.1156,931532.799,15535.9039,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0.02,0.075,86,7069501440,95.8333,7822174208,100,104853504,96,7927027712,10.6,7.8333,16.3333,0,1833933.099,30575.7436,912327.4211,15210.5272,921605.6776,15365.2164,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0.0167,0.07,86,7069028352,95,7821707947,100,104853504,96,7926561451,12.0667,7.5,18.1667,0,1854189,30918.6093,922429,15381.5074,931760,15537.1019,NTS
1,1,1,0.6667,1,16384,273.2488,3,0.05,0,0.01,0.0617,86,7068555264,95,7821241685,100,104853504,96,7926095189,10.4,7.3333,16.6667,0,1833989.662,30586.8856,912506.8939,15218.594,921482.7684,15368.2917,NTS
1,1,1,1,1,31948.8,532.5688,6.1,0.1017,0,0.0033,0.0583,86,7068082859,95,7820786347,100,104853504,96,7925639851,9,7.3333,11.8333,0,1855070.407,30928.1495,923078.652,15389.7741,931991.755,15538.3754,NTS
1,1,1,1,1,4915.2,81.961,0.9,0.015,0,0,0.05,86,7069302784,95.5,7822016512,100,104853504,96,7926870016,10.5667,7.8333,18.5,0,1835130.425,30605.911,913885.626,15241.5882,921244.799,15364.3229,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0.045,86,7070605312,96,7823325867,100,104853504,96,7928179371,11.3333,7.3333,20.3333,0,1854237.922,30919.4251,922477.922,15382.3232,931760,15537.1019,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0.04,86,7070304256,96,7823031637,100,104853504,96,7927885141,12.1,7.6667,24.5,0,1834128.453,30579.0006,912342.652,15210.7811,921785.801,15368.2194,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0.0333,86,7069874176,96,7822608384,100,104853504,96,7927461888,12.8,8,28.8333,0,1853710.32,30915.7825,922154.6054,15379.4964,931555.7144,15536.2861,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0.03,86,7069573120,96,7822314155,100,104853504,96,7927167659,12.1333,7.8333,24.5,0,1834164.48,30579.6012,912445.7946,15212.5007,921718.6856,15367.1005,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0,0.02,86,7069573120,96,7822320981,100,104853504,96,7927174485,15.2667,7.6667,41,0,1853647.475,30914.7344,922092.1604,15378.455,931555.3144,15536.2794,NTS
1,1,1,1,1,11463.8799,191.1602,2.0991,0.035,0,0,0.0167,86,7069401088,96,7822155776,100,104853504,96,7927009280,10.1333,7.1667,16,0,1834199.525,30590.3857,912480.8396,15218.1594,921718.6856,15372.2262,NTS
1,1,1,1,1,4920.1201,82.043,0.9009,0.015,0,0,0.01,86,7069057024,95,7821819904,100,104853504,96,7926673408,10.3,7.5,18.5,0,1853647.051,30914.7273,922029.7369,15377.4139,931617.3144,15537.3134,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0367,0.01,0.01,86,7069057024,95,7821826731,100,104853504,96,7926680235,12.4,7.6667,23.8333,0,1833969.865,30581.4551,912455.8649,15215.2054,921514,15366.2498,NTS
1,1,1,1,0,16384,273.2488,3,0.05,0.0233,0.01,0.0033,86,7069057024,95,7821833557,100,104853504,96,7926687061,9.4333,7.6667,13.5,0,1854326.369,30931.2155,922562.2072,15388.8608,931764.1622,15542.3547,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0067,0.0033,0,86,7068928000,95,7821711360,100,104853504,96,7926564864,9.5667,7.5,12.3333,0,1850349.27,30854.5818,920582.1712,15350.7115,929767.0991,15503.8703,NTS
1,1,1,1,0.1667,16384,273.2488,3,0.05,0.0517,0.015,0,86,7068540928,95,7821331115,100,104853504,96,7926184619,9.4333,8,11.8333,0,1797275.23,29969.572,894203.0068,14910.8389,903072.2233,15058.7331,NTS
1,1,1,1,0.3333,16384,273.1577,3,0.05,0.0183,0.01,0,86,7068282880,95,7821079893,100,104853504,96,7925933397,10.3,7.5,16,0,1854237.986,30919.4261,922455.8671,15381.9554,931782.119,15537.4707,NTS
1,1,1,1,1,11434.4965,190.6703,2.0937,0.0349,0.0033,0.0017,0,86,7068282880,95,7821086720,100,104853504,96,7925940224,9.7,7.6667,14.8333,0,1834234.128,30585.8617,912468.8459,15215.4218,921765.282,15370.4399,NTS
1,1,1,1,1,4949.5035,82.533,0.9063,0.0151,0,0,0,86,7068067840,95,7820879872,100,104853504,96,7925733376,10.8,7.8333,18.6667,0,1853934.151,30914.3597,922345.5955,15380.1166,931588.5559,15534.2431,NTS
1.6667,2.5,1.3333,1.6667,1.1667,16384,273.2033,3,0.05,0.1083,0.0317,0.01,86,7068024832,95,7820843691,100,104853504,96,7925697195,654,156.8,1250,0,2645906.653,44120.5045,1865984.671,31115.3022,779921.9819,13005.2023,NTSwL
4.8333,8.6667,2.1667,5.1667,2.3333,16384,273.2488,3,0.05,0.2017,0.0717,0.0183,86,7067785899,95,7820611584,100,104853504,96,7925465088,870.6286,369.2857,1745.4286,0,3381980.719,56403.9479,2625367.525,43785.3156,756613.1932,12618.6323,NTSwL
4.8333,9.3333,1.1667,4.5,4,16384,273.2033,3,0.05,0.2133,0.0967,0.0317,86,7067537408,95,7820369920,100,104853504,96,7925223424,705.5,371.6667,1559,0,3614176.278,60256.3567,2787487.309,46473.613,826688.9691,13782.7437,NTSwL
4.8333,9.5,1,4.6667,4,16384,273.1577,3,0.05,0.215,0.1183,0.0417,86,7068777813,95.5,7821618517,100,104853504,96,7926472021,618.92,39.6,2224.2,0,3243097.09,54078.6575,2559998.781,42687.9903,683098.3089,11390.6671,NTSwL
4.6667,9.6667,1.3333,4.3333,3.8333,16384,273.1577,3,0.05,0.3,0.1583,0.0567,86,7070007296,96,7822853461,100,104853504,96,7927706965,926.2667,386.3333,1745.8333,0,3361889.834,56059.527,2575736.371,42950.4147,786153.4638,13109.1123,NTSwL
5,9.8333,2.8333,4,3,9524.4812,158.8208,1.744,0.0291,0.2617,0.175,0.07,86,7069835264,96,7822689621,100,104853504,96,7927543125,868.5667,461.8333,1609.3333,0,3472419.123,57902.6033,2686835.606,44802.9949,785583.5164,13099.6084,NTSwL
5,10,2.8,4,2.4,6859.5188,114.3825,1.256,0.0209,0.2133,0.1733,0.0767,86,7069672789,96,7822533973,100,104853504,96,7927387477,837.9333,542.8333,1515,0,3414078.385,56929.7713,2639146.113,44007.7724,774932.2715,12921.9989,NTSwL
4.4286,9.4286,2.2857,3.5714,2.8571,16384,273.2488,3,0.05,0.2317,0.1883,0.0867,86,7069304832,96,7822176256,100,104853504,96,7927029760,1051.3417,258.1667,1959.8333,3.3333,3011829.011,50222.2613,2329399.428,38842.7452,682429.5832,11379.5161,NTSwL
4.8333,9.5,3.6667,3.6667,2,32768,546.4065,6,0.1001,0.2617,0.205,0.1,86,7069089792,95.3333,7821972821,100,104853504,96,7926826325,741.5429,286.4286,1261.7143,0,3472515.75,57904.2146,2696226.486,44959.5879,776289.2641,12944.6267,NTSwL
5,9.8333,2.5,4,3.3333,16384,273.1577,3,0.05,0.315,0.23,0.1083,86,7068874752,95,7821765973,100,104853504,96,7926619477,903.84,412.6,1631.6,0,3489146.423,58171.831,2693248.326,44902.4396,795898.0972,13269.3914,NTSwL
4.8333,9.3333,1.1667,5.3333,3,7913.1555,131.9299,1.2879,0.0215,0.2467,0.225,0.1117,86,7068487680,95,7821385728,100,104853504,96,7926239232,767.5667,150.1667,1855.1667,0,3581834.023,59717.1394,2764346.267,46087.8004,817487.7557,13629.339,NTSwL
4.3333,9.1667,3.6667,3,2.5,8470.8445,141.2749,1.7121,0.0286,0.21,0.2183,0.115,86,7068315648,95,7821221888,100,104853504,96,7926075392,450.7429,8,1952.8571,0,3101377.581,51732.737,2450960.086,40883.4043,650417.495,10849.3327,NTSwL
4.6667,9.3333,1.3333,4.3333,3.5,16384,273.2033,3,0.05,0.2333,0.2183,0.1183,86,7068235093,95,7821148160,100,104853504,96,7926001664,921.24,325,2038.8,0,3426025.464,57128.9889,2658405.492,44328.9227,767619.9722,12800.0662,NTSwL
5,9.6667,3,5,2,16384,273.2488,3,0.05,0.1533,0.1983,0.1183,86,7068033024,95,7820952917,100,104853504,96,7925806421,779.1,200.6667,1790.6667,0,3451524.836,57563.7898,2676157.147,44632.374,775367.6886,12931.4158,NTSwL
5,9.8333,2.3333,3.3333,3.8333,14426.926,240.5691,2.5222,0.0421,0.2217,0.21,0.1233,86,7068049408,95,7820976128,100,104853504,96,7925829632,1042.9667,316.8333,1885,0,3423693.254,57080.5811,2651123.104,44200.1184,772570.1506,12880.4627,NTSwL
4.6667,9.5,1.8333,2.8333,4.5,14245.074,237.5763,2.4778,0.0413,0.1383,0.1833,0.1183,86,7069184000,95.5,7822117547,100,104853504,96,7926971051,405.9,9.1667,1251.3333,0,3279655.746,54697.394,2541396.628,42384.8671,738259.1178,12312.527,NTSwL
5,10,2.1667,4.1667,3,38584.7777,643.2941,5.4089,0.0902,0.1683,0.185,0.12,86,7070316544,96,7823256917,100,104853504,96,7928110421,356.5143,8.2857,952.2857,0,3513622.692,58589.673,2708184.17,45158.9823,805438.5221,13430.6907,NTSwL
4.6667,9.6667,2.8333,2.1667,4.1667,267834.8266,4465.4022,43.7974,0.7302,0.0633,0.1467,0.1083,86,7069241344,96,7822203563,100,104853504,96,7927057067,1308.28,518.2,1901.4,0,3476998.222,57969.2935,2681980.11,44714.5734,795018.1116,13254.7201,NTSwL
5,9.8333,2.1667,3.8333,3.8333,8972.3958,149.6397,1.7937,0.0299,0.1067,0.1433,0.1033,86,7068854272,95,7821826048,100,104853504,96,7926679552,1112.2,610,1650,0,3553984.062,59262.6991,2747158.169,45808.8739,806825.8935,13453.8251,NTSwL
4.5,9.5,2.5,3.6667,2.8333,16384,273.2033,3,0.05,0.2,0.16,0.1117,86,7068510208,95,7821488811,100,104853504,96,7926342315,1010.2333,566,1739.8333,0,3134742.346,52280.5595,2425313.406,40448.856,709428.9396,11831.7035,NTSwL
4.6667,9,2.1667,5.5,2,16384,273.2488,3,0.05,0.2867,0.195,0.1233,86,7068080128,95,7821065557,100,104853504,96,7925919061,403.5667,9,802.6667,0,3594686.428,59941.4112,2752295.698,45894.5422,842390.7302,14046.8689,NTSwL
4.3333,9,1.5,4.8333,3,25742.4984,429.2563,4.6278,0.0772,0.195,0.1833,0.1217,86,7067874645,95,7820866901,100,104853504,96,7925720405,600.4857,8.2857,1548.2857,0,3399019.927,56688.1242,2606930.042,43477.8192,792089.8849,13210.305,NTSwL
4.6667,9.3333,1.5,4.1667,3.8333,23409.5016,390.3535,4.3722,0.0729,0.205,0.1867,0.1233,86,7067463680,95,7820470955,100,104853504,96,7925324459,801.44,229.8,1868,0,3529747.44,58858.5533,2722683.91,45400.7655,807063.5303,13457.7877,NTSwL
4.6667,9.6667,2.3333,4,2.8333,16384,273.1577,3,0.05,0.235,0.195,0.13,86,7067205632,95,7820219733,100,104853504,96,7925073237,603.8667,182,1817.6667,0,3148191.564,52513.6208,2433658.014,40594.7959,714533.5504,11918.8249,NTSwL
5,10,2.8333,4.1667,3,12079.593,201.4609,2.2994,0.0383,0.15,0.1783,0.125,86,7066732544,95,7819753472,100,104853504,96,7924606976,776.8,426.1667,1300.5,0,3489618.024,58189.3951,2714830.948,45269.8174,774787.0756,12919.5777,NTSwL
5,10.1667,2,4,3.5,8400.407,140.0768,1.7006,0.0284,0.1717,0.1767,0.1267,86,7067179691,95,7820212907,100,104853504,96,7925066411,915.8,306.2857,1683.7143,0,3451055.344,57546.3623,2663373.939,44411.7715,787681.4054,13134.5907,NTSwL
4.8333,9.8333,3.1667,3.5,2.6667,16384,273.2033,3,0.05,0.2217,0.1867,0.1333,86,7068518400,95,7821558443,100,104853504,96,7926411947,841.72,473.2,1672.4,0,3338544.114,55660.9555,2572590.69,42890.8084,765953.4238,12770.1471,NTSwL
5,9,2.6667,4.6667,2.8333,16384,273.2033,3,0.05,0.3567,0.235,0.1517,86,7068260352,95,7821307221,100,104853504,96,7926160725,835.6667,11.3333,1777.1667,0,3277283.956,54657.8378,2571110.097,42880.4219,706173.8589,11777.4159,NTSwL
4.3333,9,2,3,4.3333,14693.6507,245.0167,2.5873,0.0431,0.1883,0.2117,0.1483,86,7068131328,95,7821185024,100,104853504,96,7926038528,995.4667,172.5,1949,0,3366128.568,56139.5692,2602578.967,43405.253,763549.601,12734.3162,NTSwL
4.6667,9.3333,2,3.6667,4,13978.3493,233.089,2.4127,0.0402,0.2567,0.22,0.1567,86,7068131328,95,7821191851,100,104853504,96,7926045355,876.0667,560.3333,1564.3333,0,3361259.085,56049.0093,2585747.313,43117.3472,775511.7717,12931.662,NTSwL
3.6667,7.8333,1.6667,2.6667,3,16384,273.2488,3,0.05,0.2533,0.23,0.1617,86,7068045312,95,7821112661,100,104853504,96,7925966165,564.8,301,816.8571,0,2449924.564,40859.3156,1598278.584,26655.7469,851645.9801,14203.5687,NTS
1.1667,1.5,1,1,1,12693.9099,211.7063,2.3994,0.04,0.1167,0.1933,0.155,86,7067658240,95,7820732416,100,104853504,96,7925585920,11.2667,7.3333,18.6667,0,1854320.509,30925.9591,922561.5003,15386.2825,931759.0091,15539.6766,NTS
1,1,1,1,1,7786.0901,129.8331,1.6006,0.0267,0.0817,0.1667,0.1483,86,7067314176,95,7820396544,100,104853504,96,7925250048,9.9,7.6667,14,0,1834216.235,30585.5634,912486.7078,15215.7197,921729.5269,15369.8437,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0.0633,0.145,0.14,86,7066970112,95,7820059307,100,104853504,96,7924912811,10.1667,7.6667,15.5,0,1853878.463,30918.5868,922249.3955,15381.0773,931629.0676,15537.5095,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0483,0.125,0.1317,86,7068248064,95.6667,7821344085,100,104853504,96,7926197589,10.7333,7.3333,17.8333,0,1834772.469,30599.9411,912774.9099,15223.0639,921997.5586,15376.8772,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0.015,0.1,0.1183,86,7069016064,96,7822118912,100,104853504,96,7926972416,9.5667,7.8333,12,0,1854183.465,30918.517,922437.8276,15381.6546,931745.6369,15536.8624,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0033,0.08,0.1067,86,7069016064,96,7822125739,100,104853504,96,7926979243,12.6333,8.1667,20.3333,0,1836762.404,30622.9144,915107.667,15256.8801,921654.737,15366.0343,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0.0633,0.0967,86,7069016064,96,7822132565,100,104853504,96,7926986069,10.5333,7.6667,15.8333,0,1851174,30868.3342,919456,15331.9326,931718,15536.4015,NTS
1,1,1,1,1,11463.8799,191.1602,2.0991,0.035,0.05,0.0617,0.09,86,7069016064,96,7822139392,100,104853504,96,7926992896,9.4667,7.6667,12.6667,0,1854019.366,30915.7807,922389.9018,15380.8555,931629.464,15534.9252,NTS
1,1,1,1,0.8333,303928.1201,5068.0027,46.9009,0.7821,0.0217,0.0517,0.085,86,7068637184,95.1667,7821811029,100,104853504,96,7926664533,10.3,7.8333,16.1667,0,1834919.045,30602.3857,913074.045,15228.0528,921845,15374.3329,NTS
1,1,1,1,0.5,16384,273.2033,3,0.05,0.005,0.0383,0.08,86,7068426240,95,7821621931,100,104853504,96,7926475435,9.0667,7.5,11.3333,0,1854063.596,30916.5182,922370.1312,15380.5258,931693.4646,15535.9924,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0.03,0.0733,86,7068254208,95,7821459456,100,104853504,96,7926312960,15.2333,8,29.3333,0,1834405.193,30588.7142,912629.122,15218.0944,921776.0714,15370.6198,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0.02,0.07,86,7067996160,95,7821209600,100,104853504,96,7926063104,9.9,8.1667,12.3333,0,1854258.607,30919.77,922501.7018,15382.7197,931756.9054,15537.0503,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0.0183,0.06,86,7067867136,95,7821087403,100,104853504,96,7925940907,9.0667,7.8333,10.8333,0,1834238.693,30580.8385,912594.1982,15214.975,921644.4946,15365.8635,NTS
1,1,1,1,1,32768,546.4065,6,0.1001,0,0.01,0.0567,86,7068205056,95.3333,7821438976,100,104853504,96,7926292480,9.0333,7.8333,11.5,0,1854199.9,30918.7911,922439.9,15381.6892,931760,15537.1019,NTS
1,1,1,1,1,12693.9099,211.671,2.3994,0.04,0,0.005,0.05,86,7069396992,96,7822639104,100,104853504,96,7927492608,10.7333,8,17,0,1835882.1,30618.4473,914410.1,15250.3352,921472,15368.1121,NTS
1,1,1,1,1,7786.0901,129.8331,1.6006,0.0267,0,0,0.0433,86,7069310976,96,7822561280,100,104853504,96,7927414784,8.7333,7.5,11.3333,0,1854099.5,30917.1169,922376.9,15380.6387,931722.6,15536.4782,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0,0.04,86,7068966912,96,7822224043,100,104853504,96,7927077547,10.3,8.1667,15.1667,0,1833367.618,30576.5113,911939.5505,15209.1319,921428.0676,15367.3794,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0.0317,86,7068880896,96,7822144853,100,104853504,96,7926998357,9.9667,7.6667,14.5,0,1854104.279,30917.1966,922343.8829,15380.0881,931760.3964,15537.1085,NTS
1,1,1,1,0.8333,15155.2,252.6709,2.7,0.045,0,0,0.0283,86,7068751872,95.5,7822022656,100,104853504,96,7926876160,10.0333,7.8333,13.8333,0,1833965.203,30571.1819,912362.6667,15208.5792,921602.536,15362.6027,NTS
1,1,1,1,1,13516.8,225.4303,2.3,0.0384,0,0,0.02,86,7068327253,95,7821604864,100,104853504,96,7926458368,11.3,7.6667,17.5,0,1853786.707,30911.9011,922203.8018,15377.7522,931582.9054,15534.1488,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0,0.015,86,7070443520,96,7823727957,100,104853504,96,7928581461,9.9333,7.5,14.3333,0,1852505.993,30890.5452,921677.4982,15368.9761,930828.4946,15521.569,NTS
1,1,1,1,0.5,12693.9099,211.6357,2.3994,0.04,0.0983,0.03,0.02,86,7070314496,96,7823605760,100,104853504,96,7928459264,11.7333,7.8333,18.1667,0,1835865,30613.0565,913364.2,15230.3518,922500.8,15382.7047,NTS
1,1,1,1,0,7786.0901,129.8547,1.6006,0.0267,0.0333,0.02,0.015,86,7070314496,96,7823613952,100,104853504,96,7928467456,10.4667,7.3333,16,0,1853892.611,30918.8227,922267.3468,15381.3767,931625.264,15537.446,NTS
1,1,1,1,0,16384,273.2033,3,0.05,0.0117,0.0183,0.01,86,7070314496,96,7823620779,100,104853504,96,7928474283,9.7667,7.8333,13.5,0,1833916.589,30585.6669,912314.0532,15215.3778,921602.536,15370.2891,NTS
1,1,1,1,0.6667,16384,273.2033,3,0.05,0,0.01,0.0017,86,7070314496,96,7823627605,100,104853504,96,7928481109,10.9667,7.3333,17.1667,0,1854303.1,30915.3568,922523.1,15380.5118,931780,15534.8449,NTS
1,1,1,1,1,15153.97,252.7347,2.6997,0.045,0,0.005,0,86,7070314496,96,7823634432,100,104853504,96,7928487936,10.0333,8,14.3333,0,1813448.987,30239.2694,902307.3604,15045.979,911141.6261,15193.2904,NTS
1,1,1,1,1,13518.03,225.4132,2.3003,0.0384,0,0,0,86,7070099456,96,7823426219,100,104853504,96,7928279723,11.0333,8.3333,17,0,1833819.324,30578.9449,912267.4865,15212.0641,921551.8378,15366.8807,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0,0,86,7069626368,96,7822959957,100,104853504,96,7927813461,10.1,7.5,13,0,1854381.589,30921.8207,922491.0532,15382.5422,931890.536,15539.2786,NTS
