CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeSwap%,Mem_freeSwap,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
24.6667,11.8333,29.3333,40,18,6133085.727,102269.2301,42.1124,0.7022,1.0817,0.9567,0.825,62,5075552939,79,6484288853,100,104853504,79.1667,6589142357,941.6,547.5,1668,0,3453920.99,57603.7523,2725880,45461.6411,728040.9903,12142.1112,WSKwL
25,11.6667,32.1667,38.3333,18.1667,4661906.286,77737.3067,36.5718,0.6098,1.1417,1,0.85,62,5055483904,79,6470004053,100,104853504,79,6574857557,1277.7143,723,1785,0,3647123.199,60815.7946,2856053.06,47624.6967,791070.1395,13191.0979,WSKwL
25.8333,11.8333,23.5,45.8333,20.8333,5906283.962,98470.8897,38.9759,0.6498,1.0367,0.9967,0.8617,61.5,5036664832,79,6457041579,100,104853504,79,6561895083,1111.68,573.8,1914.6,0,3602326.573,60078.8288,2849426.611,47522.1249,752899.9622,12556.7038,WSKwL
26,12.5,35.1667,34.8333,20,5915041.892,98616.9038,41.8242,0.6973,1.1483,1.0333,0.8867,61,5015590912,79,6441707520,100,104853504,79,6546561024,901.0286,473.8571,1511.4286,0,3512126.308,58564.7208,2775166.019,46275.9049,736960.2887,12288.8159,WSKwL
24.8333,12,31.6667,39.5,16.6667,5688015.747,94863.5048,40.0276,0.6676,1.115,1.0417,0.9017,61,4995205120,78.3333,6426927104,100,104853504,79,6531780608,1094.9,503.3333,2031.5,0,3553186.464,59259.2806,2814452.309,46938.831,738734.1544,12320.4495,WSKwL
25.5,11,11.6667,70.1667,10,5147694.479,85852.1427,42.5076,0.7089,1.27,1.1,0.935,61,4974053376,78,6412155563,100,104853504,79,6517009067,613.3667,465.1667,745.5,0,2750152.661,45858.8071,1868873.32,31163.4704,881279.3416,14695.3367,WSK
20.1667,4.1667,2,69.8333,4.6667,2390028.3,39860.3786,31.502,0.5254,1.0767,1.0767,0.94,61,4964392960,78,6406718123,100,104853504,78.5,6511571627,9.0333,7.5,10.6667,0,1855001.595,30932.1593,922984.3535,15390.7679,932017.2415,15541.3914,WSK
16.6667,6.3333,5.3333,53,2.5,1976295.424,32954.7344,34.496,0.5752,0.8783,1.0183,0.9283,60.8333,4958242816,78,6402988715,100,104853504,78,6507842219,10.2333,7.6667,15.1667,0,1834195.969,30585.2254,912738.812,15219.9235,921457.1569,15365.3019,WSK
19,2.6667,4,67,1,1933336.576,32238.3955,32.004,0.5337,0.81,0.9733,0.9167,60.5,4954498389,78,6400707243,100,104853504,78,6505560747,9.1667,7.1667,13.1667,0,1854325.806,30915.7353,922669.6651,15382.9554,931656.1412,15532.7799,WSK
18.1667,2.3333,4.3333,64.1667,1.3333,2684928,44771.1856,36.5,0.6086,0.8183,0.9433,0.9083,60,4950910976,78,6399489365,100,104853504,78,6504342869,9.5,7.6667,13.1667,0,1834835.883,30595.896,913080.1488,15225.6153,921755.7343,15370.2807,WSK
17,1,2,64,2,1766400,29459.6398,30.993,0.5169,0.7333,0.9,0.9,60,4946311851,78,6396512256,100,104853504,78,6501365760,10.0333,7.1667,15.1667,0,1855735.342,30944.3946,923804.3742,15404.4418,931930.9676,15539.9528,WSK
19,3,2.8333,68.1667,1.3333,2118656,35316.8195,32.007,0.5335,0.725,0.8683,0.89,60,4940122112,78,6393200640,100,104853504,78,6498054144,8.8667,8,10.3333,0,1834413.6,30593.956,912815.6,15223.7425,921598,15370.2135,WSK
16.8333,8.8333,4.6667,51.1667,2.8333,2230745.562,37203.8953,36.9895,0.6169,0.6117,0.81,0.8717,60,4934677163,78,6389518336,100,104853504,78,6494371840,8.4667,7.1667,10.8333,0,1855749.2,30944.6256,923930.4,15406.5433,931818.8,15538.0824,WSK
19.1667,3.8333,3.3333,66.8333,2.5,2113043.988,35235.0173,31.5085,0.5254,0.605,0.7767,0.8533,60,4929200811,78,6386395136,100,104853504,78,6491248640,9.8667,7.1667,16,0,1834269.858,30591.5587,912775.6258,15223.0758,921494.2324,15368.4829,WSK
17,4.1667,1.1667,58.5,4,2095122.451,34936.1756,35.002,0.5837,0.5217,0.72,0.83,60,4925032448,78,6383399595,100,104853504,78,6488253099,9.1667,7.5,11.1667,0,1855217.381,30935.7576,923356.6066,15396.9753,931860.7748,15538.7823,WSK
19,2.8333,7.3333,64,2,2127872,35482.2745,30,0.5003,0.5817,0.7033,0.8167,60,4919074133,78,6379545259,100,104853504,78,6484398763,8.8,7.1667,12,0,1834635.76,30587.4585,912992.7676,15221.62,921642.9928,15365.8385,WSK
16.5,3,4.5,47.3333,10.5,1859584,31003.4011,34.5,0.5752,0.56,0.6733,0.8017,60,4915030016,78,6377829035,100,104853504,78,6482682539,8.3667,7.6667,9.8333,0,1854846.858,30929.5791,923106.6258,15392.8068,931740.2324,15536.7723,WSK
19.1667,2,1.3333,69.5,3.3333,1832960,30559.5198,31.5,0.5252,0.64,0.675,0.7967,60,4909397333,78,6374294187,100,104853504,78,6479147691,8.5667,7.3333,10.1667,0,1834639.247,30587.5166,913012.1422,15221.943,921627.105,15365.5736,WSK
16.8333,4.1667,5.3333,53.6667,3.6667,2146291.724,35789.4234,30.998,0.5169,0.69,0.685,0.7933,60,4903335936,78,6370217301,100,104853504,78,6475070805,8.4,7.3333,10.1667,0,1854880.695,30930.1433,922978.832,15390.6759,931901.8625,15539.4674,WSK
18.3333,2.1667,2.1667,66.5,2.1667,2136070.126,35618.9782,30.001,0.5003,0.7033,0.6917,0.7933,60,4897679360,78,6367055872,100,104853504,78,6471909376,9.9,7.8333,15.5,0,1834372.4,30588.1674,912824.8,15221.3573,921547.6,15366.8101,WSK
16.8333,8.1667,2,52.8333,5.1667,2340845.574,39033.6097,33.997,0.5669,0.7333,0.7017,0.79,60,4893464576,78,6364275371,100,104853504,78,6469128875,9.0667,7.6667,11.3333,0,1854559.04,30924.7797,922818.8324,15388.0079,931740.2072,15536.7718,WSK
19.5,2.8333,3,69.3333,2.3333,2268868.268,37833.3878,34.5005,0.5753,0.865,0.745,0.8017,60,4888139776,78,6361569963,100,104853504,78,6466423467,8.4333,7.3333,10.3333,0,1834643.766,30597.7946,913045.7658,15227.5812,921598,15370.2135,WSK
17.6667,1,2,64.1667,3.1667,2205655.38,36785.4466,31.9985,0.5337,0.9517,0.795,0.8183,60,4883908608,78,6358459733,100,104853504,78,6463313237,8.3333,7.3333,10.3333,0,1849410.395,30838.926,921577.8018,15367.3137,927832.5928,15471.6124,WSK
18.6667,2.6667,2.6667,66.5,2.6667,2001252.327,33376.4564,33.0005,0.5504,0.985,0.835,0.8317,60,4876683264,78,6354307072,100,104853504,78,6459160576,8.9667,7.1667,12.5,0,1842706.8,30727.1436,917035.6,15291.5725,925671.2,15435.5711,WSK
17.6667,1.8333,1.3333,58.1667,10,2400280.601,40018.016,36.0045,0.6003,1.0617,0.885,0.8483,59.1667,4871725739,78,6350902613,100,104853504,78,6455756117,8.7333,7.5,10.6667,0,1834798.6,30595.2743,913234.2,15228.1841,921564.4,15367.0902,WSK
18.3333,1.8333,2,65.8333,3.3333,2142019.395,35712.2273,35.497,0.5918,1.06,0.9217,0.865,59,4867418112,77.8333,6348549461,100,104853504,78,6453402965,9.5,7.5,14,0,1855486,30935.0784,923642,15399.1664,931844,15535.912,WSK
19.1667,2.3333,5.1667,65.1667,3.8333,2187452.605,36475.7813,33.003,0.5503,0.9783,0.9233,0.8717,59,4861956096,77,6345129984,100,104853504,78,6449983488,8.9333,7.5,11,0,1834183.2,30585.0125,912652.4,15218.4826,921530.8,15366.5299,WSK
18.6667,2.1667,9,58.8333,4,2373632,39580.3235,46,0.7671,0.9333,0.9233,0.8767,59,4855031808,77,6340676949,100,104853504,78,6445530453,10.6333,7.8333,17.1667,0,1834391.858,30588.4919,912897.6258,15222.5717,921494.2324,15365.9202,WSK
16.8333,1.3333,2,61.6667,2.8333,2008854.294,33503.2404,33.4975,0.5587,0.8483,0.9017,0.8733,59,4850601984,77,6337924437,100,104853504,78,6442777941,9.1,7.3333,11.8333,0,1854938.354,30941.4238,923136.3544,15398.4379,931802,15542.9858,WSK
18.1667,1.6667,2.3333,68,1.5,1935016.17,32266.4027,30.4945,0.5085,0.8183,0.885,0.8717,59,4845139968,77,6334753451,100,104853504,78,6439606955,9.5,7.3333,14,0,1814092.147,30255.0391,902765.3724,15056.127,911326.7748,15198.9122,WSK
18.8333,2.8333,5.5,65.1667,1.8333,2433601.536,40573.5501,32.508,0.542,0.7333,0.855,0.8633,59,4840753152,77,6332299264,100,104853504,78,6437152768,8.9,7.1667,13,0,1834498.88,30590.2765,912942.8799,15223.3263,921556,15366.9501,WSK
17.1667,2.5,3.8333,61.3333,2,2162688,36062.8314,34,0.567,0.5733,0.7867,0.84,59,4835944448,77,6329294848,100,104853504,78,6434148352,8.5,7.3333,10.1667,0,1846924.96,30792.3468,919109.1676,15323.594,927815.7928,15468.7528,WSK
17.8333,1.3333,6.3333,61.5,2.1667,2234368,37258.0957,33.5,0.5586,0.4283,0.7067,0.8067,59,4830072149,77,6325285547,100,104853504,77.6667,6430139051,8.4333,7.5,10.6667,0,1843332.764,30742.7079,917764.407,15306.2776,925568.357,15436.4302,WSK
19,1,4.5,68.1667,2.6667,2209198.08,36850.6769,32.994,0.5504,0.5133,0.6783,0.7933,59,4823216128,77,6321119232,100,104853504,77,6425972736,9.1333,7.5,12.3333,0,1834905.036,30597.0491,913162.193,15226.9834,921742.843,15370.0657,WSK
18.1667,1,3.6667,65.6667,2.5,1989189.62,33169.7452,34.004,0.567,0.4233,0.625,0.77,59,4819441664,77,6319303339,100,104853504,77,6424156843,9.1667,7.3333,13.3333,0,1834568.24,30591.433,913057.2324,15225.2332,921511.0072,15366.1999,WSK
19.1667,3,5.1667,61.1667,7.3333,3728899.622,62169.0501,35.5839,0.5933,0.4533,0.59,0.745,58.8333,4807978325,77,6309499563,100,104853504,77,6414353067,413.52,179.2,770.2,0,2637827.955,43993.128,1854372.777,30926.8308,783455.1779,13066.2972,WSKwL
26.5,11.3333,17.3333,57.5,20,5510761.754,91907.3008,43.4028,0.7239,0.8833,0.6817,0.765,58,4768262144,76.8333,6273438379,100,104853504,77,6378291883,1205.8857,658.2857,1812.2857,0,3586628.948,59797.0815,2836870.963,47296.9484,749757.9853,12500.1331,WSKwL
27.1667,12.6667,18.3333,37,40.6667,5826716.171,97176.7207,39.7445,0.6629,1.045,0.7717,0.795,58,4746285056,76,6257228459,100,104853504,77,6362081963,792.9333,339.3333,1567,0,3604037.636,60097.3426,2862507.361,47732.3222,741530.2747,12365.0204,WSKwL
27.8333,14.3333,14,48.3333,34.5,5106943.723,85158.3079,38.4187,0.6406,1.18,0.86,0.825,58,4725109419,76,6241812480,100,104853504,76.5,6346665984,1205.3,474.6667,2069.6667,0,3652743.005,60899.3499,2896796.728,48296.0441,755946.2767,12603.3057,WSKwL
28.8333,14.8333,22,60.8333,17.8333,5695625.871,94990.4248,42.4011,0.7072,1.2117,0.93,0.85,57.1667,4705348267,76,6228084736,100,104853504,76,6332938240,1061.9333,485.5,1652.6667,0,3687101.071,61492.6796,2900123.405,48367.6352,786977.6659,13125.0445,WSKwL
28.6667,14.1667,21.3333,62.3333,17.8333,6186625.417,103162.0046,38.0638,0.6347,1.032,0.93,0.854,57,4684447744,76,6213124096,100,104853504,76,6317977600,1309.96,335,2520.6,0,3558530.784,59328.6226,2824830.462,47096.2064,733700.3222,12232.4162,WSKwL
28,11.3333,21.3333,62.6667,15.8333,6720999.476,112054.0093,43.6168,0.7272,1.1271,0.9771,0.8786,57,4663203840,76,6197478059,100,104853504,76,6302331563,1289.7714,671.7143,2303.2857,0,3544164.62,59108.8162,2833691.845,47259.7039,710472.7759,11849.1123,WSKwL
28.5,11.1667,19.5,64.3333,19.6667,5496271.336,91665.6327,36.968,0.6165,1.125,1.0083,0.9,57,4641323008,75.3333,6181509120,100,104853504,76,6286362624,1387.72,924,1910.4,0,3594315.717,59935.2296,2841558.876,47383.0061,752756.8403,12552.2235,WSKwL
29.8333,17.3333,50.3333,31.8333,19.1667,4681943.251,78071.4232,36.9674,0.6164,1.1583,1.0367,0.9217,56.1667,4619917312,75,6166001664,100,104853504,76,6270855168,1317.9429,616.5714,2231.4286,0,3677226.208,61317.7623,2899524.182,48349.5778,777702.0259,12968.1845,WSKwL
28.8333,12.6667,44.1667,38,20.8333,7053133.678,117611.0335,76.3993,1.274,1.2467,1.085,0.945,56,4599058432,75,6150862165,100,104853504,75,6255715669,845.32,260,2136.2,0,3554136.641,59265.2433,2816835.623,46970.7458,737301.0182,12294.4976,WSKwL
29.6667,12.1667,28.6667,48.1667,28.8333,5234958.46,87292.9541,43.0781,0.7183,1.3217,1.135,0.975,56,4577683456,75,6135437312,100,104853504,75,6240290816,1360.9,629,2361.1667,0,3562600.113,59396.4674,2836040.559,47283.1037,726559.5533,12113.3637,WSKwL
30.1667,11,40,55.3333,14.5,6605385.005,110126.4589,40.6711,0.6781,1.2267,1.14,0.99,56,4555964416,75,6119757141,100,104853504,75,6224610645,1372.9429,755,2075.1429,0,3759097.419,62693.4193,2970708.028,49544.8304,788389.3906,13148.5889,WSKwL
30,11.6667,71.8333,18.3333,18.3333,5558601.294,92689.6997,37.4164,0.6239,1.165,1.1383,1,55,4534284971,74.6667,6104036693,100,104853504,75,6208890197,986.4667,415,2026.3333,0,3572714.219,59575.0245,2832644.244,47234.3546,740069.9756,12340.6699,WSKwL
30,11.8333,15.8333,73,18.8333,5226083.147,87159.4921,35.9328,0.5993,1.1367,1.13,1.0033,55,4515356672,74,6090842795,100,104853504,75,6195696299,798.7,327,1769.1667,0,3592899.706,59911.6176,2869500.475,47848.9324,723399.2314,12062.6852,WSKwL
30.3333,14,25.6667,52.1667,29.8333,6139700.539,102362.4631,39.9669,0.6663,1.1833,1.1433,1.0133,55,4493475840,74,6074897749,100,104853504,74.5,6179751253,1154.8667,542.8333,1757,0,3676752.123,61320.0821,2908202.941,48502.3839,768549.182,12817.6982,WSKwL
31,12.6667,2.8333,86.6667,21.8333,5874362.777,97938.6925,41.1137,0.6855,1.1667,1.1467,1.02,54.8333,4472143872,74,6059429205,100,104853504,74,6164282709,1271.9667,822.3333,1715.8333,0,3637618.865,60657.3097,2877706.666,47985.7706,759912.1991,12671.5391,WSKwL
32,24.8333,1,91.5,10.1667,5965134.754,99452.0633,45.4504,0.7578,1.1083,1.1267,1.015,54,4451414016,74,6044489728,100,104853504,74,6149343232,942,238.6667,1905.3333,0,3571766.251,59559.2171,2822291.771,47061.7271,749474.4797,12497.4901,WSKwL
30.6667,17.5,6.3333,69.6667,29.8333,5894883.808,98280.8237,68.5934,1.1436,1.3817,1.2,1.0483,54,4430125056,74,6028777472,100,104853504,74,6133630976,1320.8667,711.6667,2064.8333,0,3404909.075,56786.3421,2693216.794,44916.8912,711692.2814,11869.451,WSKwL
31.5,18.5,25.3333,30,51.1667,5844789.067,97478.1365,41.5982,0.6938,1.4467,1.25,1.0717,54,4409878528,73.1667,6014190933,100,104853504,74,6119044437,1612.04,971.2,2389.4,0,3456473.871,57636.7162,2784354.305,46429.1196,672119.5653,11207.5966,WSKwL
32,25,1.5,2,99.1667,5913150.086,98618.2469,40.2672,0.6716,1.535,1.3083,1.105,53.8333,4388861952,73,5999135403,100,104853504,74,6103988907,1003.8333,451.8333,2051.8333,0,3659215.185,61017.4285,2898035.986,48324.7621,761179.1989,12692.6663,WSKwL
32,25,1,2,100,5928063.508,98850.4837,43.0394,0.7177,1.4717,1.335,1.1233,53,4367788032,73,5983787691,100,104853504,73,6088641195,506.3,180.8333,1250.8333,0,3466472.727,57803.4472,2744977.074,45772.5042,721495.6522,12030.943,WSKwL
32,24.5,1,2,100,3972426.875,66229.191,35.8038,0.5969,1.4483,1.3467,1.14,53,4347574272,73,5969195008,100,104853504,73,6074048512,1254.8,394.4,2438.8,0,3379707.907,56366.0425,2700088.523,45031.4964,679619.3842,11334.5461,WSKwL
32,24.6667,1,2,100,5477420.621,91336.0117,40.7144,0.6789,1.61,1.4067,1.1717,53,4327833600,73,5955005781,100,104853504,73,6059859285,1169.02,466.8,2061.6,4,3347442.01,55818.6095,2754614.536,45933.2089,592827.4735,9885.4006,WSKwL
32,25.5,1,2,100,5879963.322,98032.0661,42.1423,0.7026,1.67,1.46,1.205,52.8333,4307017728,72.6667,5939864917,100,104853504,73,6044718421,737.6,285.1667,1473.3333,0,3647759.058,60836.542,2851224.229,47552.1052,796534.829,13284.4368,WSKwL
32,24.5,1,2,100,5782924.083,96462.4534,40.3197,0.6726,1.5833,1.4733,1.2267,52,4287114581,72,5925702997,100,104853504,73,6030556501,579.56,50.4,1594.4,0,3387582.169,56487.9468,2707063.956,45140.3028,680518.2123,11347.644,WSKwL
32,24.6667,1,2,100,5821347.465,97054.8094,43.2205,0.7206,1.3917,1.4417,1.2267,52,4266926080,72,5911267328,100,104853504,72.6667,6016120832,721.8333,306,1176.8333,0,3644241.844,60757.6166,2852184.307,47552.2559,792057.537,13205.3607,WSKwL
31.3333,17.1667,53,2,53.1667,6168021.702,102868.941,40.9615,0.6831,1.2217,1.3783,1.2167,52,4246369621,72,5896545621,100,104853504,72,6001399125,843.9714,419.5714,2039.1429,0,3619422.108,60363.9444,2841768.186,47394.3994,777653.9216,12969.5451,WSKwL
30.8333,9.8333,100,2,11,4493774.208,74946.2009,38.9329,0.6493,1.1883,1.3417,1.2133,52,4227868672,72,5883736747,100,104853504,72,5988590251,784.2,264.4,1673,0,3356596.41,55971.2591,2673001.096,44572.3044,683595.3136,11398.9547,WSKwL
30.5,9.5,100,2,11,5697151.625,95000.0271,39.9374,0.666,1.1267,1.2933,1.2017,51,4209731584,72,5871168853,100,104853504,72,5976022357,1343.8667,823,1920.8333,0,3568983.516,59512.815,2795547.095,46615.7595,773436.4203,12897.0555,WSKwL
30.1667,9.1667,100,2,11,5911861.654,98563.8822,41.7718,0.6964,1.26,1.2983,1.2083,51,4189990912,71.5,5857114112,100,104853504,72,5961967616,1318.2667,835.3333,1748.1667,0,3607237.479,60150.7,2832680.641,47234.9615,774556.8374,12915.7385,WSKwL
29.8333,8.3333,100,2,9.6667,5165391.424,86132.9235,41.4999,0.692,1.175,1.2683,1.1983,51,4170766336,71,5843393877,100,104853504,72,5948247381,449.6333,9.3333,996.8333,0,2809606.224,46842.3845,1892128.471,31545.9898,917477.7533,15296.3947,WSK
26.5,1.6667,100,2,2,2150404.076,35857.9969,33.5005,0.5586,1.065,1.2183,1.1833,51,4156616704,71,5833793536,100,104853504,72,5938647040,9.7667,7.8333,12.5,0,1834764.701,30594.709,912976.6626,15223.8897,921788.0379,15370.8194,WSK
26,1,100,1.8333,1,2121612.105,35383.7909,36.4813,0.6084,1.0217,1.1767,1.17,51,4150036480,71,5829571243,100,104853504,72,5934424747,10.3,8.1667,13.3333,0,1854751.86,30933.1531,922969.6258,15393.0892,931782.2342,15540.0639,WSK
25.6667,2.8333,94.3333,4.3333,1,2240648.396,37362.8213,35.0222,0.584,1.005,1.14,1.1583,51,4144445440,71,5825973589,100,104853504,71.5,5930827093,9.8,7,14.1667,0,1834271.147,30591.5802,912698.3724,15221.7874,921572.7748,15369.7928,WSK
22.5,19,20,50.1667,1,2134003.7,35596.392,33.998,0.5671,1.05,1.1267,1.1517,50.8333,4138639360,71,5822271488,100,104853504,71,5927124992,9.6667,7.6667,13.6667,0,1855858.793,30946.4531,923770.6018,15403.8786,932088.191,15542.5745,WSK
24.1667,1,2.6667,91.5,1,2138112,35658.9726,35,0.5837,1.0217,1.1017,1.1417,50,4133093376,71,5818931883,100,104853504,71,5923785387,8.6,7,11.1667,0,1834789.55,30600.226,913278.5153,15231.4629,921511.0342,15368.7631,WSK
22,1,4.3333,81.6667,1.5,2150400,35863.9093,35,0.5837,1.1567,1.125,1.145,50,4128028672,71,5815427072,100,104853504,71,5920280576,8.9333,7.6667,10.8333,0,1834710.511,30583.6058,913112.5105,15221.0787,921598,15362.5271,WSK
24.6667,1,2,94.1667,2.3333,2101248,35038.3192,31,0.5169,1.0733,1.105,1.135,50,4122222592,71,5811876523,100,104853504,71,5916730027,9.9,7.8333,15,0,1855554.147,30941.3731,923735.3724,15403.2912,931818.7748,15538.082,WSK
24.3333,1,2,93.6667,1.5,2146304,35789.6281,37,0.617,0.985,1.0717,1.12,50,4116917589,71,5809218219,100,104853504,71,5914071723,9.0333,8,10.3333,0,1834777.193,30594.9173,913109.0018,15226.0964,921668.191,15368.8209,WSK
23.5,1,2,89.3333,1,2111463.362,35214.5324,31.998,0.5337,1.0233,1.065,1.1117,50,4113793707,71,5807682901,100,104853504,71,5912536405,9.4,7.5,13.1667,0,1835112.063,30600.5013,913651.4787,15235.1422,921460.5838,15365.3591,WSK
24.1667,1,2,91,2.5,2224146.487,37081.4686,34.002,0.5669,0.9667,1.04,1.095,50,4108705792,71,5804894208,100,104853504,71,5909747712,9.3333,8,11.8333,0,1847492.393,30812.0813,919757.4144,15339.5166,927734.979,15472.5647,WSK
24.3333,1,2,92.1667,2.1667,1658898.451,27662.1386,34.002,0.567,0.8533,0.9983,1.0767,50,4103845888,71,5801601707,100,104853504,71,5906455211,29.8333,8,114.3333,0,1842749.344,30727.853,916972.1069,15290.5137,925777.2372,15437.3393,WSK
23.3333,1,1.8333,86.3333,3.6667,2125824,35448.1241,32,0.5336,0.855,0.9683,1.06,50,4097996800,71,5798034091,100,104853504,71,5902887595,10.3667,8.3333,13.5,0,1834735.86,30599.3306,913199.6258,15230.1472,921536.2342,15369.1834,WSK
24.3333,1,2,92.8333,1,2137593.337,35638.4351,36.4945,0.6084,0.7367,0.9233,1.0367,50,4092791467,71,5795655680,100,104853504,71,5900509184,10.2,7.5,15.1667,0,1854951.94,30926.1744,923020.9742,15388.8125,931930.9658,15537.3619,WSK
24.1667,1,1.6667,93,1,2129416.715,35513.9545,33.9985,0.567,0.7967,0.8983,1.0167,50,4088537088,71,5792832171,100,104853504,71,5897685675,10.7333,7.8333,18.5,0,1834705,30598.8159,913065,15227.9019,921640,15370.9139,WSK
23.3333,1.5,2,88.1667,1,2134527.485,35593.2547,33.0035,0.5503,0.6867,0.8583,0.9933,50,4083763200,71,5790083755,100,104853504,71,5894937259,7.9333,7.3333,8.8333,0,1855106.8,30933.9136,923288,15395.8312,931818.8,15538.0824,WSK
23.5,4,1.1667,88.1667,1,2113540.1,35237.4141,32,0.5335,0.72,0.835,0.975,50,4078320981,71,5786253995,100,104853504,71,5891107499,11.5333,7.5,23.3333,0,1834793.8,30595.1943,913237.8,15228.2441,921556,15366.9501,WSK
23.3333,3.5,2,86.6667,1,2253306.362,37580.1595,38.0035,0.6338,0.7183,0.8133,0.96,50,4073226240,71,5783815509,100,104853504,71,5888669013,9.6667,8.5,11.6667,0,1856096.6,30950.4185,924294.6,15412.6163,931802,15537.8022,WSK
24.6667,1,2,94.5,1,1644519.424,27426.9417,32.995,0.5503,0.8533,0.835,0.9617,50,4067961515,71,5780398763,100,104853504,71,5885252267,9.1667,7.8333,10.8333,0,1834054.86,30582.8724,912560.6258,15216.9522,921494.2342,15365.9202,WSK
24,1,60.3333,33.5,1,2158554.951,35987.9118,34.495,0.5751,0.935,0.865,0.9683,50,4062861312,71,5777476949,100,104853504,71,5882330453,12.4333,8,26.6667,0,1834961.234,30603.0893,913405.2342,15233.5763,921556,15369.513,WSK
23.5,1,46.6667,44.3333,3,2452867.909,40887.9465,34.499,0.5751,0.9783,0.89,0.9717,50,4057951573,70.3333,5774437717,100,104853504,71,5879291221,8.6,7.6667,10.6667,0,1855207.267,30940.7483,923388.4925,15400.0749,931818.7748,15540.6734,WSK
24.3333,1,9.3333,84.5,1.6667,1980116.393,33018.4491,35.004,0.5837,0.995,0.9133,0.98,49,4051689472,70,5769684992,100,104853504,71,5874538496,9.7333,7.6667,13,0,1834807.038,30590.3141,913164.0474,15224.4756,921642.991,15365.8385,WSK
22.5,1,4.5,53.8333,31.8333,2105834.96,35120.6631,32.0035,0.5337,1,0.9317,0.985,49,4042650965,70,5763433131,100,104853504,71,5868286635,10.3667,7.8333,14.8333,0,1854997.6,30926.9356,923195.6,15391.7239,931802,15535.2117,WSK
25.3333,1,1.8333,73,24.8333,1782237.633,29718.82,36.4995,0.6086,1.0967,0.9733,0.9983,49,4035755349,70,5757936299,100,104853504,71,5862789803,8.6,7.6667,9.8333,0,1833934.627,30585.9678,912585.3355,15219.9022,921349.2913,15366.0656,WSK
24,2.6667,1.6667,89.3333,2,2238480.429,37320.4473,35.002,0.5836,1.0467,0.9833,1,49,4029102080,70,5753924949,100,104853504,71,5858778453,8.9,7.5,10.3333,0,1834831.233,30590.7175,913130.2903,15223.9128,921700.9429,15366.8047,WSK
23,4.6667,4.3333,70.6667,13.5,2138124.3,35647.2874,35.002,0.5836,1.015,0.99,1,49,4022822912,70,5750167552,100,104853504,71,5855021056,10.3333,7.8333,16.1667,0,1855386.74,30938.5816,923480.9742,15399.0491,931905.7658,15539.5325,WSK
25,1.1667,2,95.6667,1,2346995.7,39142.6901,34.998,0.5837,1.0017,0.9967,1,49,4019078485,70,5748127744,100,104853504,71,5852981248,9.1,8,11.1667,0,1834389.974,30593.5619,912982.8794,15226.5323,921407.0942,15367.0296,WSK
23.5,1.8333,1.6667,89.3333,1,2131874.229,35543.0848,29.9861,0.4999,1.0367,1.01,1,49,4009135445,70,5739935061,100,104853504,70.5,5844788565,9.5333,8,12.3333,0,1855942.434,30947.8478,924036.5188,15408.3128,931905.9148,15539.535,WSK
24.3333,2.8333,1.8333,68.8333,24.6667,2148458.072,35819.5744,35.0159,0.5838,1.0233,1.01,1,49,4000245760,70,5733225813,100,104853504,70,5838079317,9.7667,7.5,13,0,1834659.193,30587.8492,912999.4018,15221.7306,921659.791,15366.1186,WSK
23.1667,4.6667,2,72,14.5,2230272,37189.7949,34,0.567,1.0067,1.0033,1,49,3998634667,70,5733352789,100,104853504,70,5838206293,8.7,7.3333,10.6667,0,1854944.041,30931.1996,923203.8324,15394.4278,931740.209,15536.7719,WSK
25.8333,4.5,1.6667,96.5,1,2445313.919,40775.6198,33.298,0.5552,0.9633,0.99,1,49,3987922944,70,5723952469,100,104853504,70,5828805973,555.4333,75.1667,1320.6667,0,2740291.495,45694.3721,1956310.16,32621.4801,783981.3343,13072.892,WSKwL
31.1667,23.8333,1,46.6667,53.1667,5682749.204,94775.6705,44.2225,0.7375,1.0483,1.0067,1.005,48,3950592000,69.3333,5691146923,100,104853504,70,5796000427,1301.5333,700.5,1873.6667,0,3565685.087,59467.7299,2827327.645,47153.5631,738357.4422,12314.1668,WSKwL
32,26,1,1,100,5946091.84,99151.1062,41.11,0.6855,1.275,1.0817,1.0267,48,3928896853,69,5675313835,100,104853504,70,5780167339,1297.2,678.1667,1716.6667,0,3609952.801,60206.0174,2839652.618,47359.1164,770300.1833,12846.901,WSKwL
32,23,11,5.5,88,5900777.634,98395.4917,43.6788,0.7283,1.1767,1.085,1.0317,48,3910242304,69,5662492672,100,104853504,69.6667,5767346176,899.6333,392,1508,0,3663190.788,61083.7217,2872747.844,47903.0823,790442.9436,13180.6394,WSKwL
30.5,11.1667,87.5,5.3333,19,5838252.61,97352.8866,38.3055,0.6387,1.1683,1.0983,1.0383,47.6667,3892467712,69,5650412203,100,104853504,69,5755265707,747.1667,69.1667,1907,0,3465596.326,57769.567,2744129.058,45743.1082,721467.2674,12026.4589,WSKwL
