CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
4.8333,9.0,2.3333,5.5,2.1667,16384.0,3.0,0.2167,0.245,0.1333,7067717632.0,7927997781.0,576.1,167.0,1038.8333,0.0,2709540.51,786634.2624,NTSwL
13.3333,13.6667,14.8333,10.8333,13.5,671281.777,61.5563,0.6467,0.5533,0.4,7001849856.0,7887179093.0,1212.4667,748.3333,1776.0,0.0,2804988.437,749731.5683,TVMwL
4.8333,9.6667,2.5,2.6667,4.5,228875.2351,38.279,0.235,0.235,0.1583,7114592256.0,7929753600.0,782.1667,316.1667,1338.0,0.0,2627633.959,695224.7968,NTSwL
5.0,10.1667,2.3333,3.6667,3.6667,11238.2515,2.1625,0.3217,0.205,0.0833,7118592000.0,7933618176.0,1254.1667,667.8333,2027.0,0.0,2624680.874,742443.8338,NTSwL
26.0,1.0,1.0,1.0,100.0,2118848.075,31.9984,1.0067,1.2367,1.2883,89407488.0,1105420288.0,10.5333,7.8333,16.5,0.0,913268.8368,921619.6336,WSK
6.0,11.1667,2.8333,4.0,5.0,6150105.9,41.9463,0.2133,0.235,0.1933,72108032.0,7806764373.0,1267.5,796.1667,1814.3333,0.0,2866462.306,758429.2137,TSKwL
1.0,1.0,1.0,1.0,0.8333,2088877.998,35.5996,0.0,0.08,0.135,3270385664.0,7852068181.0,8.6667,7.3333,10.5,0.0,923204.8339,931845.5487,TWM
1.0,1.0,1.0,1.0,1.0,2101248.0,35.0,0.0,0.02,0.07,5860282368.0,7885985109.0,9.7,7.8333,14.6667,0.0,923526.1833,931352.0705,TWM
3.0,3.0,4.1667,2.1667,2.0,135979.8198,17.1992,0.08,0.1017,0.2217,7005671424.0,7885998763.0,13.8333,8.1667,23.6667,0.0,914598.3133,923788.1145,TVM
13.5,16.6667,15.8333,12.1667,9.1667,260050.1412,30.3547,0.9967,0.8633,0.6967,6992560128.0,7881634475.0,1030.92,484.4,2197.6,0.0,2641807.096,644396.0534,TVMwL
2.0,1.0,2.0,2.0,1.0,2273390.703,36.4004,0.0083,0.0433,0.0833,178026496.0,7800998571.0,10.2333,8.0,14.3333,0.0,913047.0,921808.0,TSK
1.0,1.0,1.0,1.0,1.0,2093046.16,30.9984,0.0,0.0,0.01,6363072512.0,7855560021.0,8.4,7.3333,9.6667,0.0,924301.4845,931855.958,TWM
30.0,10.0,1.0,100.0,11.0,16384.0,3.0,1.3671,1.2443,1.1257,71163904.0,1344042325.0,1372.5,883.5,1893.8333,0.0,2838991.174,811516.6664,WSKwL
26.0,1.0,2.0,100.0,0.5,2236430.76,33.0016,1.0467,1.065,1.1417,1607352320.0,4085396821.0,11.1333,7.8333,19.0,0.0,913109.7683,921586.496,WSK
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0,0.0633,0.0967,7069016064.0,7926986069.0,10.5333,7.6667,15.8333,0.0,919456.0,931718.0,NTS
5.0,9.8333,2.5,4.5,3.8333,6342404.599,82.1228,0.2017,0.225,0.16,2727591936.0,7852874411.0,1106.7,448.3333,1871.3333,0.0,2825903.443,747039.03,TWMwL
5.0,10.0,3.0,4.0,3.5,16384.0,3.0,0.3317,0.2383,0.12,89217024.0,7849641984.0,922.2,312.3333,1545.6667,0.0,2859204.6,787053.2765,NTSwL
26.0,1.0,100.0,1.0,1.0,2039010.941,31.0024,1.0,1.0,1.06,2435434496.0,5401812309.0,9.1667,7.5,12.5,0.0,913196.7474,921902.4525,WSK
5.0,10.1667,3.3333,4.1667,2.8333,16384.0,3.0,0.2433,0.1667,0.0983,7064537088.0,7923794603.0,575.6,29.6667,1666.6667,0.0,2733447.674,790645.6417,NTSwL
12.1667,13.8333,11.5,12.6667,10.5,317239.6823,35.2616,0.4783,0.575,0.4783,6944022528.0,7871466837.0,420.7333,144.5,1195.0,0.0,2727499.463,717926.4055,TVMwL
12.5,15.1667,11.1667,7.6667,16.3333,720448.8142,84.973,0.6483,0.5783,0.415,6961300821.0,7875670016.0,334.0333,20.3333,926.5,0.0,2617935.193,746726.812,TVMwL
12.8333,16.1667,9.8333,10.8333,14.8333,337100.9449,38.6449,0.615,0.7517,0.5917,7030892544.0,7888885077.0,1215.3333,825.1667,1797.8333,0.0,2805178.66,726932.536,TVMwL
1.5,1.5,2.0,1.0,1.0,2134016.0,34.0,0.0017,0.0283,0.0683,2730094592.0,7807410176.0,9.1333,7.5,11.8333,0.0,923590.6,931959.0,TSK
1.0,1.0,1.0,1.0,1.0,2215944.2,34.0014,0.0,0.0,0.02,72554496.0,7849125888.0,8.7,7.8333,10.1667,0.0,923012.2132,931814.6126,TWM
2.0,1.8333,1.0,4.6667,2.0,118730.6987,16.4935,0.015,0.1933,0.365,6988505088.0,7883272192.0,9.5,7.3333,13.3333,0.0,922088.608,930749.804,TVM
13.1667,14.5,15.0,10.3333,12.8333,306883.5629,37.3782,0.6133,0.5383,0.33,6916530176.0,7859040939.0,1159.9667,650.3333,1848.6667,0.0,2939836.067,799286.79,TVMwL
5.1667,10.1667,2.0,6.1667,2.8333,4507884.579,34.5372,0.245,0.2783,0.1833,1088934571.0,7854125056.0,942.9333,341.5,2038.0,0.0,2849622.58,765959.3522,TWMwL
2.1667,1.0,6.8333,1.1667,1.0,75493.3678,10.9114,0.135,0.0883,0.1333,6961007957.0,7877537792.0,8.2667,7.3333,9.6667,0.0,913453.5045,921483.4631,TVM
2.8333,1.3333,4.5,1.0,4.1667,91760.2402,11.5015,0.0267,0.065,0.19,6975664128.0,7877753515.0,8.3667,7.1667,10.6667,0.0,923221.0,931857.8,TVM
1.0,1.0,1.0,1.0,1.0,2143225.211,35.7948,0.065,0.12,0.1517,189749248.0,7850979328.0,8.6333,7.8333,10.3333,0.0,922819.3249,931942.7396,TWM
1.0,1.0,0.6667,1.0,1.0,2183992.12,29.2012,0.0,0.0217,0.07,5320925184.0,7849835179.0,8.1333,7.6667,8.6667,0.0,918426.193,926826.842,TWM
1.0,1.0,1.0,1.0,1.0,2162581.397,32.9988,0.0,0.015,0.07,990867456.0,7852870997.0,8.4667,7.8333,9.5,0.0,913451.7234,921538.9681,TWM
26.0,1.0,1.0,2.3333,98.6667,2196948.436,37.496,1.0983,1.03,1.09,2260092928.0,4697389056.0,12.3667,7.0,21.6667,0.0,912312.6486,921636.6216,WSK
26.0,2.0,1.0,1.0,100.0,1855692.8,33.107,1.13,1.075,1.175,70412288.0,1411700736.0,11.2,7.8333,17.1667,0.0,913032.955,921613.6336,WSK
14.1667,13.5,15.6667,13.8333,13.8333,321808.9489,35.8405,0.795,0.8017,0.6483,7002542080.0,7884839595.0,1151.6,673.3333,1548.6667,0.0,2739602.69,773018.1201,TVMwL
1.0,1.0,1.0,1.0,1.0,7786.0901,1.6006,0.015,0.0083,0.01,7118223360.0,7933159424.0,10.1,7.8333,14.0,0.0,912208.7982,921606.736,NTS
6.0,11.3333,3.3333,4.3333,4.1667,36864.0,7.0,0.2714,0.23,0.15,6978070528.0,7889849685.0,1159.9,577.3333,2039.6667,0.0,2767466.274,754487.4623,NTSwL
6.0,11.0,3.0,4.6667,4.0,5811637.701,38.9046,0.2483,0.28,0.1983,83724288.0,7805461845.0,875.8667,251.0,1567.5,0.0,2818639.553,717033.5378,TSKwL
32.6667,27.6667,64.0,2.0,37.6667,5630325.449,41.9759,1.3317,1.2867,1.1883,71179117.71,2428475685.0,1376.48,214.6,2484.2,0.0,2631521.85,574573.5,WSKwL
14.0,16.1667,15.8333,11.6667,12.8333,293746.2085,32.9514,0.775,0.5883,0.3567,6983118848.0,7880753152.0,1382.4667,910.6667,1919.3333,0.0,2852038.3,755612.5735,TVMwL
13.8333,14.1667,13.6667,10.8333,17.1667,369151.2412,42.9983,0.8557,0.5357,0.3514,7004917760.0,7885880661.0,1469.7667,1085.3333,2048.3333,0.0,2844476.247,756765.8503,TVMwL
1.0,1.0,1.0,1.0,1.0,13926.4,2.6,0.0,0.0067,0.0517,6977406976.0,7888414720.0,13.0333,7.8333,29.3333,0.0,922342.5477,931684.7071,NTS
5.1667,10.8333,2.8333,4.5,2.8333,4586178.374,37.7186,0.195,0.1767,0.09,5245643981.0,7848757658.0,1103.3667,497.3333,2000.1667,0.0,2816951.757,772270.7774,TWMwL
1.0,1.0,1.0,1.0,0.6667,2132344.799,31.999,0.0,0.01,0.07,107996501.3,7850980011.0,9.1333,7.8333,11.6667,0.0,915684.6336,924710.8769,TWM
1.3333,1.0,1.8333,1.3333,1.0,2256297.385,33.2016,0.05,0.085,0.1417,74059776.0,7804060331.0,10.4667,8.1667,14.5,0.0,913050.9982,921561.1144,TSK
32.0,26.6667,100.0,0.0,1.0,14726.4214,2.7302,1.1783,1.2783,1.1783,71028736.0,2562135381.0,1163.44,343.0,1946.0,0.0,2792798.081,745441.0464,WSKwL
26.0,3.3333,97.6667,1.0,1.0,13516.8,2.3,1.0183,1.19,1.2333,68966400.0,2539560277.0,9.5667,8.6667,11.3333,0.0,912730.3263,921542.7327,WSK
26.0,1.3333,91.3333,0.0,9.8333,4915.2,0.9,1.0467,1.0417,1.1333,74171733.33,2127379797.0,9.8,8.0,12.1667,0.0,923064.8368,931883.6336,WSK
32.0,26.6667,1.0,1.0,100.0,28897.1501,5.444,1.77,1.4117,1.2533,1329158144.0,4160559787.0,1076.4,350.5,2131.6667,0.0,2768037.341,705550.1125,WSKwL
1.5,1.0,1.5,1.3333,1.6667,2134020.92,34.8008,0.0717,0.04,0.07,2254733312.0,7805857792.0,8.8667,7.6667,11.1667,0.0,913459.0748,921716.2979,TSK
13.6667,16.6667,12.6667,9.0,15.8333,633302.6761,58.292,0.475,0.5267,0.5,6982946816.0,7881302016.0,866.28,186.6,2043.6,0.0,2810392.232,719705.5125,TVMwL
13.5,15.8333,8.8333,13.8333,15.6667,312781.2046,35.396,0.9683,0.5817,0.3367,7025733632.0,7886494379.0,1290.5429,616.8571,2344.4286,0.0,2736808.304,691541.3708,TVMwL
13.6667,17.1667,11.6667,12.5,13.1667,293287.826,33.4178,0.7167,0.6767,0.4783,7044616192.0,7891592533.0,1204.5667,844.5,1653.5,0.0,2753299.666,778121.2423,TVMwL
13.5,14.3333,10.6667,14.6667,14.0,282467.2283,32.5619,0.788,0.708,0.608,7034114048.0,7889220267.0,1214.4667,608.5,2021.6667,0.0,2703458.742,690707.2678,TVMwL
1.0,1.0,1.0,1.0,1.0,1733835.57,29.404,0.0,0.02,0.08,2843414528.0,7852228608.0,8.7667,7.8333,10.3333,0.0,927240.5761,937101.466,TWM
5.0,9.8333,2.5,4.0,3.1667,10856.0355,2.1003,0.2283,0.235,0.185,7063488512.0,7923890176.0,927.7143,475.4286,2002.8571,0.0,2768300.163,761498.5795,NTSwL
33.6667,28.5,100.0,1.5,5.0,254123.8322,42.5649,1.5767,1.4917,1.31,81752746.67,1518627499.0,1367.8667,985.8333,1923.0,0.0,2685232.066,737612.7988,WSKwL
14.5,15.0,14.3333,14.6667,14.5,678865.5442,62.5331,0.985,0.72,0.4617,7034269696.0,7888070656.0,1064.9,350.1667,2043.1667,0.0,2847311.185,712733.8257,TVMwL
14.0,16.3333,10.3333,12.8333,16.3333,286907.1103,32.9567,0.5967,0.6467,0.4983,6970761216.0,7873527808.0,1100.0333,445.6667,2343.5,0.0,2417867.447,716881.5241,TVMwL
32.0,26.5,3.1667,2.3333,97.0,5966376.82,41.7401,1.18,1.1933,1.1133,2428213248.0,4777237163.0,1291.8333,572.0,1953.8333,0.0,2833933.174,769484.9824,WSKwL
1.6667,1.0,1.6667,2.0,1.0,1637558.615,41.4964,0.005,0.025,0.07,74201088.0,7807997269.0,9.8,8.0,13.3333,0.0,911502.4561,921667.2737,TSK
26.8333,4.5,1.0,1.0,100.0,16384.0,3.0,1.18,1.08,1.0633,98899558.4,2214745702.0,638.5,408.0,967.0,0.0,2107400.723,807761.2279,WSKwL
1.0,1.0,1.0,1.0,1.0,2304013.964,35.8048,0.0217,0.0983,0.1383,187512832.0,7850768384.0,11.4667,7.6667,18.8333,0.0,913783.6751,921950.0742,TWM
26.5,1.8333,100.0,2.1667,1.8333,9830.4,1.8,1.1117,1.2433,1.2533,79535445.33,2370221397.0,9.3333,7.8333,11.6667,0.0,912866.561,921453.16,WSK
18.0,10.1667,30.1667,21.5,9.8333,4080165.305,33.883,0.975,0.5983,0.4683,5519212544.0,6911008085.0,1053.9333,507.5,1650.3333,0.0,2951492.132,774116.3245,WSKwL
1.0,1.0,1.0,1.0,1.0,2111897.6,31.4,0.055,0.0133,0.0017,5503860736.0,7849398272.0,8.7333,7.8333,10.5,0.0,918802.2783,926729.1491,TWM
4.1429,8.1429,1.0,4.1429,3.8571,4814530.66,36.2817,0.1717,0.1933,0.18,76210176.0,7850760875.0,451.1667,212.5,782.5,0.0,1762203.985,868222.8994,TWM
5.0,10.0,3.5,5.5,1.6667,5126486.676,38.8738,0.2733,0.2283,0.1683,5981779558.0,7848216166.0,1098.2667,572.6667,1931.0,0.0,2783920.937,768562.5376,TWMwL
5.0,9.6667,1.5,4.3333,4.1667,38567.9746,5.393,0.3083,0.245,0.1417,7070087851.0,7926332075.0,354.2,106.8,766.8,0.0,2698174.503,807973.2219,NTSwL
14.0,12.1667,15.1667,15.3333,13.3333,669936.0262,60.9792,0.5067,0.5783,0.5083,6967212032.0,7878734507.0,1297.48,760.0,1953.6,0.0,2750882.669,711147.0575,TVMwL
26.0,1.0,100.0,1.0,1.0,1811963.351,33.0,1.0,1.01,1.0517,3446252203.0,5422815915.0,12.2,7.8333,24.1667,0.0,912220.0,921514.0,WSK
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0217,0.0533,0.1233,6929932288.0,7872701781.0,24.8667,8.3333,49.3333,0.0,914647.6643,923171.9263,NTS
2.6667,3.0,4.8333,1.0,2.0,109363.2,12.2,0.2317,0.17,0.295,6973961557.0,7877095424.0,8.6333,7.1667,12.5,0.0,923763.4842,931814.3048,TVM
13.3333,14.1667,12.0,12.3333,15.0,294569.7953,33.2776,0.61,0.3667,0.2217,6964377600.0,7877664768.0,1160.2333,531.8333,1935.0,0.0,2746702.995,790355.4966,TVMwL
32.0,26.0,100.0,1.0,1.0,5656769.389,39.935,1.25,1.3167,1.2717,3023568213.0,5168852992.0,983.4,432.6667,1698.1667,0.0,2822435.762,805905.815,WSKwL
11.3333,10.6667,11.8333,8.5,14.0,269260.514,25.6704,0.4683,0.5817,0.54,6971009024.0,7873977685.0,506.6571,356.2857,641.1429,0.0,1783621.354,951218.4929,TVM
1.5,1.1667,1.6667,1.6667,1.0,2147123.2,36.2,0.0367,0.075,0.1417,652974080.0,7801303723.0,9.1667,7.6667,12.3333,0.0,922902.0237,931923.4856,TSK
4.8333,9.6667,4.0,2.3333,3.1667,27614.9677,5.3065,0.1183,0.2117,0.1583,7065790464.0,7924660224.0,483.1143,69.8571,1294.8571,0.0,2667226.466,752076.4678,NTSwL
1.3333,1.0,2.0,1.3333,1.0,2243386.58,35.0012,0.0267,0.0467,0.08,73250816.0,7804956672.0,10.7667,8.0,20.8333,0.0,923060.699,932042.85,TSK
26.0,100.0,1.0,0.0,1.0,2132807.291,34.0028,1.0,1.0183,1.0917,84523008.0,2483793920.0,9.6667,8.1667,12.6667,0.0,922698.0362,931689.6448,WSK
1.8333,1.8333,1.1667,1.1667,1.6667,2130231.198,29.8033,0.0767,0.1017,0.1667,71526400.0,7805050880.0,9.5333,8.1667,12.1667,0.0,913044.8428,921656.8168,TSK
5.5,10.0,4.1667,4.6667,2.3333,5177945.218,44.6314,0.3717,0.3283,0.2817,74328064.0,7807365120.0,470.9667,80.5,932.8333,0.0,1837238.804,919804.8013,TSK
14.3333,16.0,11.6667,10.8333,18.8333,250532.1381,29.2219,0.5267,0.5567,0.38,6916677632.0,7859260075.0,1383.76,804.2,1999.4,0.0,2866607.387,758619.8686,TVMwL
6.0,11.3333,4.1667,3.8333,4.1667,5966074.309,40.3741,0.3117,0.1217,0.0883,3646113792.0,7805052928.0,988.1333,360.6667,1944.8333,0.0,2892169.438,752325.6148,TSKwL
1.0,1.0,1.0,1.0,1.0,7786.0901,1.6006,0.0,0.0,0.0,7069229056.0,7925350400.0,10.2667,7.8333,15.0,0.0,922374.039,940991.646,NTS
5.0,10.0,3.4,3.8,3.4,5066490.57,37.9574,0.2917,0.2067,0.1167,71950336.0,7850784085.0,1074.9,641.8333,2168.6667,0.0,2829349.876,738843.3302,TWMwL
5.4,10.8,1.8,5.0,3.6,5564669.201,36.563,0.1433,0.18,0.1,72376320.0,7849565525.0,1306.3333,671.3333,2030.3333,0.0,2924704.142,790189.5995,TWMwL
1.3333,1.0,1.5,1.0,1.8333,2125009.72,32.0008,0.0417,0.0883,0.1483,195558741.3,7800775339.0,9.7,7.6667,12.8333,0.0,923316.1973,931852.0967,TSK
5.0,10.0,2.6667,4.1667,3.5,12288.0,2.0,0.275,0.2517,0.155,7068090368.0,7924364629.0,738.0,352.0,1750.8,0.0,2714108.487,710600.6772,NTSwL
5.0,10.0,3.6667,3.0,4.0,4498043.712,35.5403,0.38,0.3117,0.1883,71471786.67,7850477568.0,1292.8333,878.6667,1758.6667,0.0,2964074.275,817893.9528,TWMwL
2.6667,1.0,3.6667,1.0,5.0,127012.9749,16.1063,0.015,0.075,0.18,6910750720.0,7857978027.0,9.4,7.3333,13.8333,0.0,914281.5856,921590.1622,TVM
18.3333,2.1667,2.1667,66.5,2.1667,2136070.126,30.001,0.7033,0.6917,0.7933,4897679360.0,6471909376.0,9.9,7.8333,15.5,0.0,912824.8,921547.6,WSK
12.3333,16.8333,8.8333,11.3333,12.6667,311049.4858,35.1282,0.1683,0.0667,0.0983,6927493120.0,7865139883.0,808.7,483.5,1462.5,0.0,2911235.886,765109.7444,TVMwL
12.8333,15.1667,14.3333,11.1667,11.0,323070.4436,36.7879,0.674,0.688,0.64,6995892224.0,7882708309.0,1387.2667,1078.0,1897.6667,0.0,2780850.515,757603.838,TVMwL
1.0,1.0,1.0,1.0,0.6667,7786.0901,1.6006,0.04,0.02,0.03,7118553088.0,7932973056.0,9.4667,7.6667,13.0,0.0,922240.9937,931597.2766,NTS
13.3333,14.6667,12.8333,16.3333,10.3333,689226.1932,62.7697,0.6883,0.595,0.4183,6978697216.0,7878931115.0,1201.9667,824.1667,1685.0,0.0,2802771.54,777882.0363,TVMwL
6.0,11.0,3.6667,6.1667,2.3333,5992970.045,40.7516,0.2533,0.1667,0.105,4125315072.0,7812511061.0,1260.6333,755.5,1763.8333,0.0,2950412.125,802731.2602,TSKwL
26.0,1.0,1.0,1.0,100.0,2109427.7,33.998,1.0,1.0,1.05,2182836224.0,4634336597.0,9.2,7.6667,11.8333,0.0,906089.3357,915449.2931,WSK
5.0,10.0,2.5714,4.5714,3.2857,6733718.598,44.974,0.15,0.1767,0.1667,1464877056.0,7851821739.0,1070.8333,410.3333,1544.0,0.0,2821969.168,735234.428,TWMwL
23.5,73.8333,16.6667,2.8333,1.0,1658880.0,35.5,1.1717,1.1583,1.1083,4283493035.0,6006854315.0,12.6333,8.1667,22.3333,0.0,922507.3778,931654.1784,WSK
26.0,1.0,2.0,100.0,1.0,1568569.952,33.2042,1.0,1.0,1.06,74487808.0,2474203136.0,9.9667,7.8333,14.0,0.0,912991.5,921643.0,WSK
4.6667,9.1667,2.8333,5.0,2.1667,4738812.298,42.8532,0.1586,0.21,0.1314,5746997248.0,7886261589.0,1082.6333,305.5,2102.1667,0.0,2467004.479,658862.9007,TWMwL
2.6667,2.1667,2.1667,5.0,2.3333,75366.4,7.0,0.1167,0.3583,0.435,6982328320.0,7880828928.0,10.3667,7.3333,17.5,0.0,912957.632,921518.158,TVM
26.0,3.5,74.6667,12.0,12.8333,38924.3003,7.001,1.0833,1.2383,1.2267,74983424.0,2775319893.0,8.9333,7.5,12.0,0.0,912984.4865,921470.5766,WSK
1.0,1.0,1.0,0.5,1.0,16384.0,3.0,0.05,0.0117,0.015,6976124928.0,7887708843.0,15.0,8.3333,33.3333,0.0,912554.4,921505.6,NTS
3.3333,6.0,2.8333,2.3333,2.1667,138021.6697,20.1982,0.2817,0.455,0.445,6996331861.0,7886589952.0,9.8667,7.3333,15.8333,0.0,913300.2163,921681.1966,TVM
26.0,2.0,100.0,1.0,1.0,59378.8756,9.8982,1.0,1.0367,1.1167,96555008.0,2705455104.0,10.0667,7.8333,15.0,0.0,914984.6573,923459.2416,WSK
1.0,1.0,1.0,1.0,1.0,1957058.96,31.7984,0.0,0.0,0.06,2835133781.0,7851677696.0,8.9333,7.5,10.5,0.0,919750.0,926822.0,TWM
5.4,10.0,2.6,6.0,2.8,4782594.317,34.8479,0.17,0.1467,0.06,1557299200.0,7854473899.0,1356.3333,985.3333,1806.6667,0.0,2937701.961,794351.8139,TWMwL
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0,0.01,0.05,7067721728.0,7924271787.0,9.1333,7.8333,11.3333,0.0,922396.6468,931844.5315,NTS
2.0,1.1667,1.8333,5.6667,1.0,104860.0601,13.0,0.0567,0.0417,0.1717,6987773952.0,7882699435.0,8.3,7.0,11.1667,0.0,923310.6554,931869.9427,TVM
14.1667,15.5,12.1667,19.1667,9.1667,667268.8996,60.1575,0.7033,0.61,0.4633,6911047680.0,7856716459.0,1002.7,477.1667,1916.3333,0.0,2843727.057,757486.508,TVMwL
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0,0.03,0.0733,7068254208.0,7926312960.0,15.2333,8.0,29.3333,0.0,912629.122,921776.0714,NTS
6.0,10.8333,2.1667,5.6667,4.5,5715021.641,39.2102,0.2767,0.1667,0.1033,72435029.33,7802262869.0,1223.3667,507.8333,2052.8333,0.0,2861770.937,763244.6438,TSKwL
1.3333,1.0,1.3333,1.3333,1.6667,2125111.813,34.9979,0.0417,0.0633,0.115,71659520.0,7804407808.0,8.4333,7.1667,10.3333,0.0,923060.6803,931834.1022,TSK
3.0,1.8333,4.0,4.0,1.6667,150723.7798,18.1992,0.0217,0.0983,0.285,7043969024.0,7892767403.0,11.3667,7.8333,17.5,0.0,923234.012,931835.6336,TVM
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0,0.0367,0.1133,6976409600.0,7887340885.0,9.9667,8.1667,15.3333,0.0,912517.2,921556.0,NTS
26.0,10.3333,15.3333,57.0,22.3333,6029851.419,45.0878,1.15,0.9767,0.8033,4778750635.0,6359073451.0,661.8,156.1667,1660.1667,0.0,2815692.224,764441.9689,WSKwL
5.5714,10.1429,4.4286,5.8571,1.7143,6115720.865,40.4716,0.0833,0.045,0.06,2237730816.0,7804951893.0,1101.9333,412.3333,1953.3333,0.0,2856900.299,738198.9939,TSKwL
1.0,1.0,1.0,1.0,0.6667,15556.608,2.798,0.0,0.0,0.0,6933847381.0,7875132757.0,27.2667,11.1667,47.8333,0.0,922523.1872,931660.6215,NTS
12.1667,13.6667,11.8333,15.1667,8.6667,274070.8914,30.1114,0.63,0.6117,0.53,6935799808.0,7868227584.0,1174.6,218.8333,2412.1667,0.0,2684077.43,714111.2419,TVMwL
6.0,11.0,2.3333,1.8333,7.5,16384.0,3.0,0.2117,0.205,0.0983,6977839104.0,7888992939.0,916.8,379.2,2046.6,0.0,2683701.721,716380.0237,NTSwL
2.8333,1.3333,4.3333,4.3333,1.0,99942.4,13.7,0.1133,0.12,0.235,6973583360.0,7876759552.0,9.4667,7.3333,13.0,0.0,913751.4919,921699.9378,TVM
1.1667,1.0,1.5,1.1667,1.3333,1502405.42,34.2988,0.0467,0.0567,0.09,73961472.0,7804746411.0,11.9,7.6667,25.0,0.0,923067.4,931844.0,TSK
30.5,10.0,100.0,1.0,11.5,5769988.871,39.999,1.2767,1.245,1.1433,3837718528.0,5695926272.0,1293.4667,786.5,1775.5,0.0,2854912.621,811996.4926,WSKwL
26.0,1.0,99.8333,1.1667,0.0,2123790.35,32.002,1.0,1.055,1.1767,1543918251.0,4285461163.0,8.9667,7.3333,11.5,0.0,912742.8589,921492.1784,WSK
31.0,10.0,1.0,100.0,12.0,303480.5991,44.7659,1.2317,1.2667,1.1833,72114176.0,1718459051.0,863.16,97.8,2163.6,0.0,2760040.33,737012.7254,WSKwL
2.6667,1.8333,2.8333,4.1667,1.8333,87608.4329,10.993,0.5233,0.365,0.4183,7006402560.0,7886357845.0,9.4667,7.6667,12.5,0.0,923141.3644,931904.6825,TVM
1.8333,1.0,1.8333,1.8333,1.0,2116594.675,35.3984,0.04,0.0483,0.07,75233280.0,7803256149.0,9.5667,7.6667,13.6667,0.0,915791.3093,924628.5637,TSK
5.1667,10.1667,2.0,4.0,5.0,4905692.153,36.7843,0.2183,0.1783,0.0933,1741340672.0,7851446955.0,1180.7333,446.5,1864.3333,0.0,2836629.873,777997.5846,TWMwL
6.0,11.0,2.0,6.1667,3.6667,16384.0,3.0,0.2367,0.2783,0.1833,6976856064.0,7889630549.0,836.08,377.8,1934.2,0.0,2654433.58,746527.1938,NTSwL
2.8333,1.5,4.1667,4.5,1.0,75730.944,9.396,0.2733,0.5017,0.5133,6928965632.0,7866153643.0,9.4,7.1667,13.1667,0.0,922972.8901,931651.3162,TVM
26.5,3.0,1.0,1.0,100.0,2349878.07,36.4014,1.2083,1.4417,1.3583,72388608.0,1137364992.0,8.8333,7.6667,12.1667,0.0,912962.3703,921816.9886,WSK
1.0,1.0,1.0,1.0,1.0,6565.888,1.402,0.0,0.0,0.03,6963877888.0,7890798592.0,12.6,8.0,25.6667,0.0,922517.2,931681.2,NTS
1.0,1.0,1.0,1.0,1.0,1847286.16,37.3984,0.0317,0.1067,0.1567,5130485760.0,7847727104.0,10.0333,8.0,15.3333,0.0,931934.047,932220.021,TWM
4.1429,8.0,1.5714,4.0,3.4286,3497599.88,32.4619,0.1867,0.23,0.1867,601204736.0,7851616939.0,560.0,220.5,884.5,0.0,1799769.158,914694.622,TWM
6.0,11.5,2.8333,6.1667,2.6667,8457.3746,1.7099,0.2533,0.1417,0.0533,6935302144.0,7876616192.0,1223.4,584.0,1807.8333,0.0,2730998.114,744846.8547,NTSwL
26.0,1.0,100.0,1.0,1.0,2105319.424,33.496,1.0,1.0167,1.08,1208696832.0,4041315669.0,10.5333,7.6667,19.6667,0.0,912174.0,921472.0,WSK
26.0,1.0,3.3333,97.8333,1.0,2240512.0,35.0,1.0383,1.0433,1.09,3479309653.0,5442151765.0,12.0667,8.1667,22.6667,0.0,922349.6276,931743.2252,WSK
15.0,14.0,19.0,9.1667,17.3333,296380.3962,33.3802,0.86,0.485,0.2733,6915233792.0,7857653760.0,1325.5333,743.6667,1916.1667,0.0,2982559.531,812512.8721,TVMwL
5.0,9.8333,1.5,7.1667,1.5,9606.3646,1.8969,0.3917,0.26,0.1883,7114270037.0,7929496917.0,792.2333,300.0,1868.5,0.0,2786591.417,782704.3349,NTSwL
14.3333,16.1667,10.5,14.0,16.5,311679.4155,36.105,0.6683,0.595,0.4183,6923749376.0,7863342421.0,1245.76,739.6,1754.8,0.0,2818187.76,775892.1235,TVMwL
30.5,12.0,100.0,1.1667,9.5,5782146.878,38.7713,1.24,1.1667,1.0933,3763840341.0,5667578539.0,1107.2,455.6,2432.8,0.0,2759708.009,729668.348,WSKwL
26.0,1.0,1.6667,100.0,1.0,43417.6,7.4,1.0433,1.0233,1.09,73541632.0,2491928576.0,11.7333,8.1667,22.1667,0.0,922973.9233,931991.4223,WSK
13.0,12.1667,13.3333,9.5,17.1667,597155.5928,55.4004,0.5833,0.475,0.285,6979612672.0,7878698325.0,1083.6667,561.0,1865.0,0.0,2814145.176,783542.4225,TVMwL
