CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
6.0,11.3333,2.8333,6.1667,3.5,6067231.636,42.6701,0.105,0.1933,0.1567,72460970.67,7804206421.0,824.9333,346.3333,1769.3333,0.0,2875582.102,778792.8079,TSKwL
5.0,10.0,3.3333,4.5,2.3333,3907515.669,32.6171,0.2583,0.1667,0.07,2554179584.0,7851588949.0,1274.0333,714.0,1968.5,0.0,2709025.299,729638.5914,TWMwL
2.8333,3.6667,1.0,4.3333,2.0,151539.6997,19.4985,0.1533,0.0967,0.2167,6990002176.0,7882831189.0,8.3,7.1667,10.6667,0.0,922449.1149,930857.7436,TVM
2.0,1.0,6.0,0.8333,1.1667,90521.6,13.4,0.2817,0.255,0.3433,6942711808.0,7870782805.0,10.0,7.1667,16.5,0.0,923085.5396,931762.4748,TVM
6.0,11.1667,3.3333,4.6667,4.1667,16384.0,3.0,0.365,0.1483,0.0533,6980145152.0,7889630549.0,843.4333,264.1667,2078.5,0.0,2817579.698,765201.2071,NTSwL
5.0,10.1667,3.1667,3.0,4.3333,5209847.362,37.8525,0.2583,0.2517,0.185,5476425728.0,7886456149.0,1178.1333,299.1667,2495.3333,0.0,2746314.3,698720.9132,TWMwL
5.1667,10.0,2.8333,5.5,2.5,5587952.514,39.1641,0.2433,0.1033,0.03,2374549504.0,7851945984.0,724.6333,217.1667,1700.1667,0.0,2853689.013,745373.7115,TWMwL
12.3333,14.6667,9.8333,11.5,13.3333,393180.4551,39.5588,0.47,0.3567,0.2433,6975019691.0,7877329579.0,717.08,8.8,1821.6,0.0,2377496.3,716808.0104,TVMwL
1.3333,1.1667,1.6667,1.5,1.0,2120912.08,32.4004,0.0383,0.0517,0.0733,2970428757.0,7805287083.0,9.0333,8.0,11.1667,0.0,913766.1471,921665.5099,TSK
6.0,10.7143,3.7143,4.7143,3.8571,6539428.571,41.8524,0.2933,0.2583,0.215,3297368064.0,7804867243.0,1154.0667,482.8333,1740.1667,0.0,2865052.828,766883.4614,TSKwL
2.5,4.8333,1.0,1.5,3.0,103219.2,14.4,0.1917,0.16,0.1883,6965362688.0,7877761024.0,9.0,7.3333,12.5,0.0,922367.3874,930878.4685,TVM
4.8333,10.1667,3.1667,5.5,1.5,4799980.232,35.4374,0.2367,0.0717,0.0233,538095616.0,7852073643.0,647.1333,8.5,1872.0,0.0,2820054.527,772926.0959,TWMwL
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0,0.0,0.02,7065593856.0,7925230933.0,10.6667,7.3333,17.6667,0.0,912617.2613,921747.4294,NTS
1.0,1.0,1.0,1.0,0.0,2166784.0,35.0,0.0017,0.01,0.0467,3041441792.0,7853012309.0,8.8,7.8333,11.0,0.0,913002.0,921721.0,TWM
1.5,2.0,1.0,2.0,1.0,2235731.283,33.6016,0.1117,0.1983,0.175,5764079616.0,7849268565.0,10.5333,7.6667,20.3333,0.0,917906.6246,926773.5015,TWM
6.0,11.0,3.5714,6.5714,3.0,5998019.716,41.941,0.3133,0.2883,0.18,326816426.7,7800804011.0,1350.4667,801.8333,2097.5,0.0,2938340.494,772071.5206,TSKwL
6.0,11.7143,3.2857,5.2857,3.4286,6007787.294,43.0098,0.265,0.265,0.185,72821418.67,7804096512.0,1075.4667,484.0,1935.0,0.0,2920415.319,767799.906,TSKwL
26.0,1.0,1.0,1.0,100.0,16384.0,3.0,1.015,1.2283,1.2567,1285408085.0,4141912747.0,9.5667,8.0,12.5,0.0,923408.4294,931905.7676,WSK
6.0,11.1667,2.3333,5.5,4.3333,6115746.561,43.1961,0.21,0.1967,0.1817,72673280.0,7803710805.0,1192.7,726.0,1703.5,0.0,2955439.295,783762.2217,TSKwL
2.8333,4.5,2.1667,1.6667,3.3333,150732.8,19.8,0.1717,0.2083,0.4067,7036936192.0,7889324715.0,9.9333,7.3333,16.1667,0.0,912855.2,921598.0,TVM
4.8333,9.6667,2.5,3.5,3.8333,13867.3729,2.3856,0.1167,0.1417,0.0733,7069342379.0,7926568277.0,681.1714,220.4286,1247.4286,0.0,2732852.442,794890.6508,NTSwL
1.0,1.0,1.0,1.0,0.8333,16384.0,3.0,0.0,0.0017,0.0617,6932465664.0,7873638400.0,27.7667,11.5,56.6667,0.0,911775.629,921093.9032,NTS
6.0,11.0,4.0,4.3333,3.3333,323584.0,55.0,0.268,0.248,0.182,6932629504.0,7875186005.0,1303.0,759.0,1723.1667,0.0,2750470.373,729857.7816,NTSwL
26.0,1.0,1.0,1.0,100.0,2231901.79,32.5986,1.0483,1.02,1.0517,73681578.67,1215521451.0,10.9333,8.5,17.6667,0.0,913053.976,921663.2833,WSK
2.6667,2.6667,1.0,4.6667,2.1667,99948.5378,12.7004,0.0,0.0367,0.18,6987902976.0,7882856448.0,9.2667,7.0,14.6667,0.0,914021.1786,921790.3423,TVM
26.0,1.0,1.0,0.3333,100.0,2147832.308,33.496,1.0,1.02,1.1183,80345770.67,3050906283.0,9.0667,7.5,12.0,0.0,912502.5429,921481.0084,WSK
1.0,1.0,1.0,1.0,1.0,12681.6096,2.3974,0.0,0.0,0.0467,90474496.0,7850903552.0,23.9667,13.8333,36.8333,0.0,911993.936,921370.0142,NTS
1.0,1.0,1.0,1.0,1.0,16384.0,3.0,0.0,0.0067,0.0467,7087777792.0,7925812565.0,8.9,7.8333,10.8333,0.0,923183.4,932705.6,NTS
1.0,1.0,1.0,1.0,0.3333,2255568.896,34.994,0.0,0.0,0.03,3036594176.0,7854002859.0,8.9,8.1667,10.3333,0.0,923123.9977,932192.3296,TWM
32.0,25.6667,0.3333,100.0,1.0,582672.5865,13.4825,1.43,1.4583,1.3367,71444480.0,2009288021.0,1402.3429,385.5714,2614.0,0.0,2728887.548,714882.4289,WSKwL
26.0,1.0,100.0,1.0,2.0,16384.0,3.0,1.0,1.125,1.2,74315776.0,2359941120.0,12.6,8.6667,18.1667,0.0,918104.6512,926832.3433,WSK
30.8333,9.8333,11.5,2.0,100.0,5855781.0,40.0894,1.3783,1.3133,1.215,3486652416.0,5482354688.0,960.0667,502.3333,1639.0,0.0,2881174.467,776025.703,WSKwL
26.0,1.5,100.0,1.0,0.5,1677338.651,30.004,1.055,1.0333,1.0517,1595906048.0,4288275115.0,10.1333,8.3333,12.6667,0.0,912472.6474,921626.1928,WSK
2.1667,2.0,1.1667,1.0,5.5,88064.0,10.4,0.0633,0.2117,0.3667,6944475136.0,7872492203.0,8.5667,7.1667,11.1667,0.0,914098.9766,922788.0532,TVM
26.0,1.0,100.0,1.0,1.0,2161213.953,33.482,1.0,1.0017,1.0483,3440609280.0,5419982165.0,10.9667,8.3333,16.3333,0.0,914153.3982,921401.8072,WSK
4.6667,9.1667,1.0,5.0,3.3333,16384.0,3.0,0.24,0.17,0.065,7084126208.0,7923280555.0,1286.59,608.4,2139.0,4.0,2563477.787,695040.6462,NTSwL
31.5,10.8333,100.0,12.8333,1.6667,6265748.65,42.6262,1.31,1.29,1.2583,75993907.2,2391474995.0,1132.4333,428.8333,1792.5,0.0,2825853.035,749011.8562,WSKwL
1.0,1.0,1.0,1.0,1.0,13520.896,2.301,0.0,0.0,0.0083,7066251264.0,7925901995.0,9.2667,7.8333,11.8333,0.0,912034.2505,921315.3135,NTS
1.0,1.0,1.0,1.0,0.8333,15560.704,2.799,0.0,0.0233,0.08,6978211840.0,7887548416.0,10.1333,7.8333,17.0,0.0,912518.6867,921495.2611,NTS
31.1667,23.8333,1.0,46.6667,53.1667,5682749.204,44.2225,1.0483,1.0067,1.005,3950592000.0,5796000427.0,1301.5333,700.5,1873.6667,0.0,2827327.645,738357.4422,WSKwL
32.0,22.6667,1.0,3.0,100.0,14162.8074,2.4899,1.255,1.2417,1.1867,1333342891.0,4164196352.0,1089.1429,425.0,2490.4286,0.0,2652405.975,711795.2353,WSKwL
24.6667,15.3333,37.1667,25.5,19.8333,5015083.704,38.4802,0.7783,0.5683,0.6233,4909424640.0,6454629035.0,1205.8,787.0,1629.2,0.0,2928449.111,795117.3485,WSKwL
5.0,10.0,1.5,5.1667,4.3333,5006236.534,37.2615,0.3433,0.2533,0.1283,6517145600.0,7856012727.0,1042.7,324.1667,1693.3333,0.0,2797350.809,769826.522,TWMwL
5.0,9.8333,2.8333,4.0,3.0,9524.4812,1.744,0.2617,0.175,0.07,7069835264.0,7927543125.0,868.5667,461.8333,1609.3333,0.0,2686835.606,785583.5164,NTSwL
1.0,1.0,1.0,1.0,1.0,2033385.603,31.6012,0.0,0.01,0.0,72773632.0,7850560171.0,9.0333,7.6667,11.6667,0.0,923033.3153,931896.9261,TWM
26.0,1.1667,1.8333,100.0,1.0,2261489.056,34.4038,1.0,1.005,1.0683,72432298.67,2477957803.0,9.0333,7.8333,10.8333,0.0,923359.7683,932047.518,WSK
6.0,11.6667,4.0,5.0,2.8333,18918.9837,3.6189,0.26,0.2133,0.1167,6933305344.0,7876347904.0,1403.5,601.3333,2306.8333,0.0,2700403.157,715646.5889,NTSwL
5.1667,10.6667,2.6667,3.8333,4.0,5026155.2,36.4189,0.1817,0.185,0.1467,4977590272.0,7847896210.0,925.4333,301.3333,1909.8333,0.0,2903660.158,732929.8273,TWMwL
1.0,1.0,1.0,1.0,0.6667,13518.03,2.3003,0.0,0.08,0.135,7117361152.0,7931625472.0,10.1667,7.8333,14.3333,0.0,912264.2,921472.0,NTS
1.5,2.0,1.1667,1.3333,1.1667,2373642.552,32.4616,0.0633,0.02,0.005,3425771520.0,7847546197.0,288.3333,40.6667,802.6667,0.0,2000976.381,794978.4708,TWMwL
2.5,2.6667,1.0,3.8333,3.0,120416.2498,12.8988,0.0183,0.0483,0.1533,7002644480.0,7889193643.0,8.6,6.8333,13.6667,0.0,923214.973,931844.0,TVM
6.0,11.0,2.3333,4.6667,4.3333,7843.6598,1.61,0.3983,0.3117,0.2067,6966423552.0,7885606912.0,695.3333,8.6667,1458.6667,0.0,2770458.883,796919.8709,NTSwL
2.3333,1.5,2.0,1.8333,5.0,147461.7516,19.4,0.095,0.1767,0.3667,7028076544.0,7887864491.0,10.8667,7.6667,15.1667,0.0,925975.2901,931934.8509,TVM
26.0,1.0,100.0,1.0,1.0,2122236.412,31.0035,1.035,1.01,1.0733,1632130389.0,4306266112.0,10.7,7.6667,18.6667,0.0,916423.0784,925572.8456,WSK
17.0,4.1667,1.1667,58.5,4.0,2095122.451,35.002,0.5217,0.72,0.83,4925032448.0,6488253099.0,9.1667,7.5,11.1667,0.0,923356.6066,931860.7748,WSK
5.3333,10.0,1.8333,3.6667,5.5,5738751.36,42.9785,0.2617,0.26,0.1367,72059562.67,7849589419.0,1244.9333,722.0,1862.6667,0.0,2749113.691,716205.5411,TWMwL
5.0,10.0,2.2857,5.2857,3.2857,3222977.713,33.2694,0.22,0.195,0.18,1434324992.0,7851464704.0,653.4667,135.8333,1839.3333,0.0,2804952.117,748509.0565,TWMwL
12.8333,18.0,9.0,9.1667,15.3333,285383.8479,33.6727,0.4517,0.4733,0.38,6982447104.0,7878572715.0,1039.8667,439.3333,1794.8333,0.0,2772621.433,768995.4602,TVMwL
3.8571,7.1429,3.0,2.8571,2.5714,4405159.35,36.6522,0.1767,0.2167,0.1817,1841293312.0,7852734464.0,329.2333,69.5,624.1667,0.0,1429140.69,908327.8535,TWM
5.0,10.0,1.1667,4.6667,4.3333,4751753.199,34.2509,0.1683,0.0917,0.0283,2584406016.0,7852095488.0,649.0333,7.8333,1745.0,0.0,2626028.236,682249.5317,TWMwL
32.0,27.6667,1.0,100.0,1.0,5863298.786,39.877,1.2533,1.1533,1.0833,112582656.0,3276492800.0,984.88,399.2,1862.8,0.0,2791735.385,732369.2065,WSKwL
5.0,9.7143,2.0,4.5714,4.0,5198122.367,33.7892,0.1383,0.215,0.1717,217704448.0,7852132352.0,832.7333,49.3333,1805.0,0.0,2714605.302,715722.5417,TWMwL
11.6667,12.5,11.6667,11.6667,12.1667,294249.637,35.3452,0.6083,0.2333,0.1817,6986215424.0,7881402368.0,879.76,280.6,2379.4,0.0,2580078.648,715935.9161,TVMwL
1.0,1.0,1.0,1.0,1.0,2327343.92,32.1992,0.0,0.03,0.085,1408864256.0,7852531029.0,8.5333,7.8333,10.0,0.0,912837.5586,921621.3874,TWM
2.0,1.0,2.0,2.0,1.0,2236416.0,35.0,0.0,0.03,0.08,72349696.0,7804532736.0,10.2,8.0,13.1667,0.0,913338.3183,921592.0,TSK
5.0,10.0,3.6667,3.8333,3.0,5122191.903,37.6901,0.2767,0.25,0.185,5587603456.0,7849052570.0,837.0333,206.0,1666.6667,0.0,2787072.302,773391.592,TWMwL
1.6667,1.0,2.0,1.6667,1.0,2104492.819,36.199,0.03,0.0283,0.0567,1558833152.0,7806055083.0,8.9,7.6667,11.1667,0.0,930720.1574,939077.3904,TSK
32.0,26.8333,29.0,1.0,72.1667,6332581.44,39.2769,1.608,1.506,1.344,72202240.0,1507332096.0,1079.0333,576.5,1722.5,0.0,2821501.377,771959.4214,WSKwL
1.0,1.0,1.0,1.0,1.0,6556.0601,1.4004,0.0,0.01,0.06,6979461120.0,7888306176.0,10.2,7.8333,17.6667,0.0,922390.032,931598.768,NTS
2.0,5.1667,1.1667,1.8333,1.8333,94211.6901,11.3006,0.1233,0.3533,0.4517,6980100096.0,7879781717.0,8.2333,7.0,10.3333,0.0,923462.1712,931802.0,TVM
32.0,25.0,1.0,1.0,100.0,16384.0,3.0,1.4167,1.2033,1.0917,71815168.0,1168343040.0,1146.5667,491.5,1882.5,0.0,2772565.906,726220.3381,WSKwL
1.0,1.0,1.0,1.0,1.0,2204488.521,34.2002,0.0,0.0817,0.1433,1626372096.0,7852297557.0,8.7333,7.5,11.1667,0.0,920058.824,928869.1967,TWM
1.0,1.0,1.0,1.0,0.6667,7782.4,1.6,0.0,0.0083,0.0067,7116023808.0,7932565504.0,8.8333,7.8333,10.1667,0.0,912282.0532,921644.536,NTS
1.0,1.0,1.0,1.0,1.0,13108.02,2.2002,0.0,0.0,0.0233,6943713280.0,7890973355.0,9.4,8.0,11.5,0.0,922384.1894,931832.7768,NTS
31.0,10.0,12.0,1.0,100.0,4669266.409,34.7998,1.302,1.308,1.224,73307477.33,1862752939.0,1169.0,320.5714,2125.5714,0.0,2841068.495,744930.0788,WSKwL
1.0,1.0,1.0,0.6667,1.0,6565.888,1.402,0.0,0.0,0.02,6979561472.0,7888975872.0,10.0333,7.8333,16.3333,0.0,922406.162,931651.2609,NTS
26.0,1.0,100.0,1.0,1.0,2335539.2,33.2,1.0,1.0,1.035,69488640.0,1576294400.0,10.0667,8.5,13.6667,0.0,923529.6108,932226.218,WSK
6.0,10.8333,3.1667,6.8333,2.1667,5773623.698,41.7174,0.2533,0.2983,0.2117,72144213.33,7805935616.0,1196.4,476.0,2369.8333,0.0,2842043.633,707229.9915,TSKwL
1.6667,1.0,2.0,1.6667,1.0,2128284.06,32.6006,0.0133,0.0517,0.0983,70731776.0,7803322368.0,10.0333,7.3333,14.1667,0.0,924482.2486,931874.1384,TSK
5.3333,10.5,2.0,5.3333,3.0,5357741.844,38.2243,0.15,0.2183,0.1767,71977642.67,7850458453.0,1040.1333,304.0,2101.6667,0.0,2728723.966,705848.0316,TWMwL
12.5,17.6667,9.5,16.0,7.1667,589447.0813,57.4611,0.53,0.4783,0.38,6912045056.0,7858893483.0,1243.4,902.4,1638.8,0.0,2726628.834,807687.8153,TVMwL
5.0,10.0,2.3333,2.6667,5.5,4426303.973,34.5062,0.14,0.1067,0.035,2573963264.0,7851535019.0,1219.9667,767.3333,1853.6667,0.0,2947145.974,813761.3065,TWMwL
14.6667,13.5,18.1667,13.5,13.1667,287877.9162,32.887,0.745,0.64,0.5283,6943879168.0,7871585621.0,980.2667,466.6667,1664.5,0.0,2853302.278,806511.1685,TVMwL
5.0,10.0,2.0,4.5,4.0,5123114.659,37.8403,0.1717,0.1933,0.1017,2132926464.0,7850715819.0,965.0,229.0,2056.4286,0.0,2807268.74,769364.8431,TWMwL
6.0,11.0,5.1667,4.6667,2.3333,5929616.275,39.8112,0.26,0.3317,0.27,3256167765.0,7804728661.0,889.4667,452.6667,1399.3333,0.0,2900046.779,788775.1126,TSKwL
4.0,7.8333,2.5,3.6667,2.1667,3254869.913,32.9284,0.3383,0.315,0.2267,113332224.0,7851894784.0,430.4667,254.5,787.1667,0.0,1719190.895,885004.3194,TWM
2.0,5.8333,1.0,1.8333,1.0,135573.9099,19.6997,0.0667,0.1083,0.1617,6964717568.0,7877270869.0,8.5333,7.5,10.6667,0.0,913015.1622,921605.4414,TVM
26.0,2.0,100.0,1.0,1.0,2152458.25,34.002,1.0483,1.02,1.06,2542526464.0,4842891264.0,9.8,8.3333,12.1667,0.0,923225.7658,931802.0,WSK
5.0,9.6667,2.3333,4.0,3.5,16384.0,3.0,0.2917,0.2833,0.195,7114942464.0,7930678613.0,1001.3333,384.6667,1983.6667,0.0,2810511.785,784805.9699,NTSwL
2.0,1.0,1.6667,2.0,1.3333,2347008.0,35.0,0.03,0.035,0.105,416690176.0,7801145344.0,9.8333,8.3333,11.6667,0.0,914482.9,921646.6,TSK
5.1667,10.3333,4.0,3.6667,2.6667,27231.7009,4.6484,0.314,0.092,0.028,6976973483.0,7890130261.0,942.45,213.0,1991.1667,3.3333,2741958.752,722999.9967,NTSwL
6.0,10.4,3.6,6.2,2.2,5625904.939,39.788,0.2117,0.1733,0.1033,1496535040.0,7804341589.0,1004.0917,303.3333,2043.5,3.3333,2710025.525,657338.0296,TSKwL
1.0,1.1667,1.0,1.0,1.0,2240516.92,36.0008,0.0717,0.1867,0.175,598380544.0,7850912427.0,8.7333,7.5,10.8333,0.0,912969.8138,921604.6126,TWM
13.3333,12.8333,16.1667,15.1667,8.5,299721.6125,35.4959,0.5917,0.5333,0.4033,6943477760.0,7870343851.0,399.6667,7.3333,1673.0,0.0,2629082.53,688259.7016,TVMwL
1.8333,1.8333,1.0,2.0,1.0,2350267.545,35.5964,0.0967,0.0783,0.105,71831552.0,7802314069.0,9.7,8.0,13.8333,0.0,912823.1625,921577.9033,TSK
26.0,1.0,100.0,1.0,1.0,1607680.0,23.0,1.0,1.0,1.05,476829696.0,3554489003.0,9.0,7.8333,10.8333,0.0,913321.7658,921568.0,WSK
5.0,10.0,1.1667,4.3333,4.6667,16384.0,3.0,0.1583,0.205,0.1283,7063752704.0,7923037525.0,970.48,295.2,1874.8,0.0,2659672.405,694611.6755,NTSwL
3.8333,3.5,3.3333,3.1667,4.8333,384207.2601,32.7003,0.3233,0.1717,0.2067,6918831445.0,7863879680.0,9.6,7.8333,12.3333,0.0,913903.1622,922452.936,TVM
1.8333,1.0,2.0,1.8333,1.0,1439532.845,28.8008,0.0,0.03,0.0667,73306112.0,7804230997.0,8.8333,7.6667,11.3333,0.0,923512.3003,931850.6126,TSK
5.5,10.8333,1.5,5.1667,4.8333,13487.1438,2.2928,0.2517,0.0783,0.025,6944714752.0,7892052651.0,1339.6,544.5,2332.8333,0.0,2835745.196,735805.0144,NTSwL
2.5,1.8333,5.0,2.6667,1.0,90931.2,11.6,0.0217,0.145,0.375,6995376128.0,7882719232.0,9.5667,7.0,15.6667,0.0,913575.0728,922181.646,TVM
6.0,11.6667,2.0,5.1667,4.5,16384.0,3.0,0.205,0.265,0.18,6976090112.0,7886322347.0,1048.0667,504.0,1813.0,0.0,2815570.417,759225.6615,NTSwL
6.0,10.5,2.0,6.5,3.8333,5578381.904,41.2743,0.3083,0.1583,0.1,72620714.67,7806143147.0,1211.6,661.6,1855.2,4.0,2783102.613,643312.7183,TSKwL
1.0,1.0,1.0,1.0,0.6667,45973.8392,9.4219,0.0333,0.1867,0.195,6976376832.0,7886741504.0,12.1667,8.1667,20.5,0.0,922413.6979,931788.9409,NTS
5.3333,10.3333,4.0,2.5,4.1667,3551903.149,33.8306,0.2517,0.2433,0.1567,5930636629.0,7884828672.0,547.7,113.6667,1319.1667,0.0,2774876.868,714075.717,TWMwL
5.6667,10.6667,3.3333,4.6667,3.0,6428070.98,40.6916,0.23,0.21,0.185,6432337920.0,7855219507.0,1471.9333,816.8333,2247.6667,0.0,2763816.93,738751.9908,TWMwL
5.1667,9.8333,3.3333,5.8333,1.8333,4469038.014,36.8691,0.2467,0.1867,0.11,2095714304.0,7852189403.0,1254.1667,633.0,2095.6667,0.0,2867721.3,779141.051,TWMwL
2.0,2.3333,1.5,1.5,4.1667,168345.6,23.1,0.0167,0.0883,0.2583,6947647488.0,7873693696.0,9.3333,7.1667,14.8333,0.0,914136.0541,922815.7541,TVM
5.4286,10.4286,2.8571,5.4286,2.7143,5548385.572,36.3909,0.1333,0.2417,0.185,71497728.0,7852823211.0,852.0333,123.3333,2329.1667,0.0,2731065.787,663518.148,TWMwL
5.8333,10.5,3.5,5.8333,2.3333,7548.5196,1.5619,0.2629,0.2629,0.1414,6976552960.0,7888736256.0,927.3,528.3333,1536.0,0.0,2692812.054,738001.9746,NTSwL
1.0,1.0,1.0,1.0,1.0,6556.0601,1.4004,0.025,0.0067,0.0367,6943956992.0,7890702336.0,12.4333,8.1667,26.3333,0.0,914327.7726,923596.5373,NTS
13.1667,17.0,10.3333,10.5,15.1667,274797.7231,30.7262,0.6383,0.4017,0.265,6977957888.0,7877928960.0,1245.8333,271.3333,2577.5,0.0,2758449.647,715897.0572,TVMwL
2.5,1.0,6.5,1.6667,1.0,135586.2102,19.2012,0.1017,0.0783,0.1267,6921162752.0,7862401024.0,7.8667,7.1667,9.3333,0.0,923602.0541,931863.4414,TVM
26.0,1.0,84.5,16.5,1.0,2037582.82,32.2028,1.045,1.01,1.0133,3157301931.0,5910347776.0,9.0,7.1667,12.5,0.0,923364.8814,931974.9512,WSK
31.0,10.6667,1.0,11.8333,100.0,175788.9932,20.0691,1.335,1.28,1.1783,1376436224.0,4181536085.0,964.2,363.6,1927.0,0.0,2699272.409,676468.1335,WSKwL
3.6667,3.3333,3.1667,3.5,3.1667,101580.8,12.2,0.0,0.0917,0.2,7044542464.0,7893767509.0,12.3,7.8333,21.8333,0.0,909256.7207,917482.3764,TVM
20.0,6.1667,9.1667,5.5,59.8333,3016835.101,33.3547,0.775,0.79,0.7933,3920476160.0,6452829525.0,754.76,553.6,1031.6,0.0,2100143.928,799331.3834,WSKwL
29.8333,10.5,28.0,4.0,75.6667,5869869.617,43.1179,1.21,1.1433,1.015,4532867072.0,6181507072.0,1018.7333,679.5,1759.8333,0.0,2792285.167,818526.2743,WSKwL
1.0,1.0,1.0,1.0,1.0,2096332.8,31.2,0.0,0.0,0.0,4470110208.0,7848749056.0,8.7,7.6667,10.3333,0.0,912455.6782,921512.8123,TWM
5.0,10.0,4.8333,2.3333,3.6667,5134478.306,38.0889,0.2157,0.0857,0.0243,5607727104.0,7886155093.0,1307.6857,534.1429,1933.8571,0.0,2785858.209,738380.0,TWMwL
2.0,3.2,2.0,1.6,1.2,3873013.962,37.3846,0.0983,0.06,0.0733,3191506944.0,7805635243.0,688.5333,238.0,1168.0,0.0,2059315.095,796730.0137,TSKwL
5.0,10.0,1.6667,3.1667,4.8333,14855.978,2.6269,0.13,0.135,0.06,7116087296.0,7930626048.0,434.2857,8.0,1454.2857,0.0,2648349.435,700458.0685,NTSwL
2.0,3.0,1.3333,2.0,1.5,3411863.254,33.8476,0.0467,0.01,0.0033,543041536.0,7852233387.0,524.5667,220.8333,1274.5,0.0,1994003.792,738187.8043,TWMwL
2.0,1.1667,1.0,1.0,6.0,69622.1598,8.2988,0.0,0.03,0.17,6917935104.0,7860150955.0,8.0667,7.0,10.5,0.0,912809.6,921575.8,TVM
1.5,1.5,1.6667,1.0,1.1667,1936706.883,33.0,0.0283,0.03,0.0767,75978752.0,7804751872.0,9.3667,8.1667,11.8333,0.0,925143.8228,931825.5816,TSK
3.1667,2.5,2.8333,6.1667,1.0,145811.8599,17.1992,0.0683,0.135,0.3067,7032219648.0,7888541013.0,14.1667,8.6667,25.0,0.0,923623.92,931921.4678,TVM
2.6667,5.6667,2.0,2.5,0.8333,381320.4311,56.6986,0.0767,0.125,0.285,6919663616.0,7860719616.0,8.3667,7.1667,10.6667,0.0,923928.7718,932288.7237,TVM
6.0,11.1667,3.6667,5.6667,2.8333,6069336.091,41.8477,0.2767,0.2683,0.2,1650767872.0,7807156224.0,1366.4667,951.5,1923.8333,0.0,2881775.943,784955.9073,TSKwL
5.3333,10.8333,2.5,5.0,2.8333,5175487.432,37.0312,0.1667,0.1917,0.1317,4751588557.0,7848044954.0,1344.1333,900.5,1745.6667,0.0,2855652.332,782206.0851,TWMwL
1.5,1.8333,1.0,1.6667,1.0,2174180.581,32.0,0.015,0.0467,0.0767,71346176.0,7802991957.0,8.7333,7.6667,11.0,0.0,922964.1351,931850.6126,TSK
32.0,26.0,100.0,1.0,1.0,4813945.294,37.7721,1.4617,1.365,1.2883,3009097728.0,5160060245.0,1409.88,1067.4,1995.8,0.0,2811580.695,750950.2782,WSKwL
1.0,1.0,1.0,1.0,1.0,12288.0,2.0,0.0467,0.0117,0.0233,7116324864.0,7932837888.0,9.9,7.6667,13.3333,0.0,922990.1956,931778.9249,NTS
2.5,3.0,5.1667,1.0,1.3333,133529.6,17.3,0.17,0.1267,0.2333,6981615616.0,7881411243.0,9.1667,7.1667,12.8333,0.0,913593.3333,921554.8685,TVM
31.0,22.1667,1.0,1.0,100.0,16384.0,3.0,1.67,1.49,1.3367,1292247723.0,4148887552.0,429.72,262.0,812.0,0.0,1594692.274,807847.0366,WSK
2.5,1.0,4.5,3.5,1.5,108134.4,14.7,0.0383,0.295,0.405,6962515968.0,7878218411.0,8.7667,7.5,11.3333,0.0,923249.5,931851.8,TVM
31.0,22.6667,0.0,100.0,1.3333,10221.5125,1.997,1.2033,1.305,1.2717,72511488.0,1670339925.0,428.3,335.3333,644.8333,0.0,1791405.558,916500.8784,WSK
1.0,1.0,1.0,1.0,1.0,12693.9099,2.3994,0.0,0.0,0.03,7114772480.0,7932207104.0,9.4,7.8333,12.5,0.0,922439.955,931760.0,NTS
2.1667,5.6667,1.3333,2.0,1.0,147452.3025,16.9994,0.1833,0.275,0.37,6950325589.0,7874387968.0,9.0,7.5,11.5,0.0,923057.3,931856.0,TVM
2.0,3.0,1.0,1.6667,3.8333,135155.6997,16.0991,0.0567,0.2467,0.415,6914940928.0,7859806208.0,8.8667,7.1667,12.3333,0.0,924457.8018,931874.0,TVM
26.0,10.5,8.8333,34.8333,49.8333,5964507.242,40.6397,1.1283,0.7867,0.7017,4863162368.0,6420232192.0,1043.0333,204.6667,2499.3333,0.0,2778676.691,758588.6145,WSKwL
6.0,11.1667,2.8333,4.0,5.3333,6022534.991,41.9059,0.215,0.2383,0.1867,74359466.67,7804123136.0,967.1333,476.0,1652.5,0.0,2852094.334,759632.6213,TSKwL
26.0,1.0,100.0,1.0,1.0,2248086.935,33.496,1.0017,1.0233,1.1033,2644422656.0,4926384811.0,9.1333,7.5,11.0,0.0,913737.0,921539.2252,WSK
2.6667,3.0,1.0,4.5,2.1667,83968.0,11.4,0.1267,0.12,0.195,7000379392.0,7888875520.0,8.6333,7.3333,11.3333,0.0,924321.7,931835.6,TVM
4.6667,9.0,2.5,3.3333,4.3333,4333514.807,34.6625,0.0267,0.01,0.0,2599970816.0,7852853931.0,637.6,8.0,1764.5,0.0,2867005.242,810132.3174,TWMwL
2.1667,1.0,6.0,1.8333,1.3333,123282.2198,14.0985,0.15,0.22,0.325,6942711808.0,7870819669.0,8.9667,7.1667,12.0,0.0,913606.8604,921852.1252,TVM
