CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
5.0,10.0,2.6667,3.5,3.3333,12275.7365,204.6638,2.3313,0.0389,0.1183,0.18,0.1033,86.0,7071545344.0,96.0,7822907392.0,96.0,7927760896.0,489.3333,8.0,1322.5,0.0,3435680.967,57299.5491,2700623.346,45040.4161,735057.6202,12259.1331,NTSwL
2.1667,1.8333,1.0,1.0,6.3333,115936.5002,1933.2416,16.7018,0.2785,0.1933,0.1117,0.1817,84.0,6909804544.0,95.0,7752174251.0,95.0,7857027755.0,9.8667,7.0,14.6667,0.0,1855175.72,30940.2222,923646.9802,15404.3859,931528.7403,15535.8362,TVM
2.3333,1.3333,2.3333,5.1667,1.0,129036.3126,2150.9637,14.6012,0.2434,0.3317,0.2917,0.3833,85.0,6928295936.0,95.0,7762441557.0,95.0,7867295061.0,9.7,7.5,15.5,0.0,1835504.631,30601.9445,913882.6306,15236.456,921622.0,15365.4885,TVM
6.0,11.4,3.6,5.2,3.8,6114737.191,101980.2734,42.9038,0.7155,0.3,0.2917,0.2283,46.0,3728496640.0,94.0,7700066304.0,94.0,7804919808.0,1102.3667,449.1667,1754.1667,0.0,3592986.373,59913.0628,2837082.582,47308.3639,755903.7919,12604.6989,TSKwL
13.8333,16.8333,10.6667,15.3333,13.0,298633.1429,4979.7089,34.2502,0.5711,0.8667,0.8783,0.7283,85.0,6989635584.0,95.0,7776023893.0,95.0,7880877397.0,975.3667,351.6667,2030.5,0.0,3565481.877,59464.3408,2817352.556,46987.2007,748129.3214,12477.1401,TVMwL
13.1667,15.8333,9.5,12.0,15.5,242194.8591,4038.6003,28.2506,0.4711,0.9457,0.4814,0.2886,86.0,7025743872.0,95.0,7781556224.0,95.0,7886409728.0,1181.7,693.0,2036.0,0.0,3581149.038,59715.6751,2831770.659,47219.7875,749378.379,12495.8876,TVMwL
1.0,1.0,1.0,1.0,1.0,2097152.0,34964.1881,28.5996,0.4768,0.0483,0.0533,0.0817,58.0,4712347648.0,95.0,7743926272.0,95.0,7848779776.0,8.3333,7.3333,9.6667,0.0,1835961.675,30614.6686,914360.6537,15246.9677,921601.021,15367.7009,TWM
13.0,17.5,8.3333,8.5,17.8333,277604.225,4628.2798,32.8214,0.5472,0.8117,0.8567,0.73,85.0,6989635584.0,95.0,7776097621.0,95.0,7880951125.0,1036.3714,233.5714,2249.8571,0.0,3422855.216,57076.125,2691282.057,44877.1395,731573.1586,12198.9855,TVMwL
5.1429,9.2857,4.1429,3.8571,2.7143,4796713.852,79985.2235,36.9223,0.6157,0.2317,0.3083,0.2683,40.0,3251310592.0,94.0,7700216491.0,94.0,7805069995.0,522.4,128.8333,874.8333,0.0,2719568.085,45348.8092,1813816.387,30245.3958,905751.6983,15103.4133,TSK
1.6667,1.0,2.0,1.6667,1.0,1401041.105,23362.3663,31.6006,0.5269,0.1067,0.2067,0.2417,5.0,439885141.3,94.0,7696009216.0,94.0,7800862720.0,10.7333,8.1667,15.1667,0.0,1834256.318,30591.3329,912622.3183,15220.519,921634.0,15370.8139,TSK
1.0,1.0,1.0,1.0,1.0,2321612.8,38719.3596,30.0,0.5003,0.0117,0.0033,0.045,17.0,1394505728.0,95.0,7748781397.0,95.0,7853634901.0,9.0,7.6667,12.3333,0.0,1835299.609,30608.7326,913658.1204,15237.7939,921641.4883,15370.9388,TWM
11.5,9.1667,14.6667,13.8333,7.8333,5688619.855,94857.7598,42.6814,0.7117,0.4533,0.4367,0.33,75.0,6155507712.0,89.0,7254349824.0,89.0,7359203328.0,1308.1667,649.1667,2454.8333,0.0,3476852.958,57986.2068,2764934.105,46112.9771,711918.8526,11873.2297,WSKwL
5.0,9.8571,2.4286,6.0,2.2857,5592920.585,93277.5281,37.3482,0.6229,0.3117,0.235,0.12,6.0,491890688.0,95.0,7744986453.0,95.0,7849839957.0,735.5333,158.0,1792.3333,0.0,3314400.969,55267.65,2648315.671,44160.6749,666085.298,11106.9751,TWMwL
1.0,1.0,1.0,1.0,1.0,1451094.674,24201.0453,29.6062,0.4938,0.0,0.0467,0.1033,2.0,182947840.0,95.0,7747194197.0,95.0,7852047701.0,19.5667,7.6667,57.0,0.0,1848061.523,30811.2958,919383.4613,15328.1671,928678.0616,15483.1287,TWM
26.0,1.0,2.0,1.0,100.0,1840356.966,30687.9601,28.4008,0.4736,1.04,1.1617,1.235,20.0,1668881749.0,49.0,4021800960.0,50.0,4126654464.0,13.9667,7.6667,34.0,0.0,1855822.73,30945.8518,923898.2467,15406.0071,931924.483,15539.8446,WSK
1.0,1.0,1.0,1.0,1.0,16431.5824,274.0424,3.0116,0.0502,0.0183,0.155,0.155,87.0,7085432832.0,95.0,7819436032.0,96.0,7924289536.0,11.4333,8.0,18.5,0.0,1854624.674,30931.0319,922622.3852,15387.298,932002.2886,15543.734,NTS
1.0,1.0,1.0,0.6667,1.0,2101248.0,35038.3192,32.0,0.5336,0.0,0.0,0.045,25.0,2016442368.0,95.0,7749689344.0,95.0,7854542848.0,8.3667,7.8333,9.0,0.0,1835291.79,30603.4982,913748.3437,15236.7574,921543.4459,15366.7408,TWM
26.5,1.6667,100.0,2.0,2.0,2150404.076,35857.9969,33.5005,0.5586,1.065,1.2183,1.1833,51.0,4156616704.0,71.0,5833793536.0,72.0,5938647040.0,9.7667,7.8333,12.5,0.0,1834764.701,30594.709,912976.6626,15223.8897,921788.0379,15370.8194,WSK
5.0,10.1429,1.8571,6.1429,2.7143,4969071.84,82845.4792,36.3341,0.6058,0.145,0.2317,0.1767,1.0,73252864.0,95.0,7745169701.0,95.0,7850023205.0,900.0,181.0,2084.8333,0.0,3417098.976,56980.1397,2730413.013,45529.6484,686685.9628,11450.4913,TWMwL
6.0,11.6667,3.6667,5.0,3.3333,5846250.586,97486.2529,40.1305,0.6692,0.2067,0.2517,0.2133,40.0,3308723541.0,94.0,7699963221.0,94.0,7804816725.0,622.6,160.3333,1842.8333,0.0,3400270.06,56708.9737,2726812.218,45477.1884,673457.8419,11231.7852,TSKwL
13.1667,15.6667,15.6667,9.0,13.0,532591.481,8883.928,71.6648,1.1954,0.4567,0.51,0.4183,85.0,6989418496.0,95.0,7778714965.0,95.0,7883568469.0,1080.9667,521.1667,1860.5,0.0,3554451.431,59260.6107,2808185.175,46818.6925,746266.2564,12441.9182,TVMwL
14.0,18.6667,13.6667,11.0,12.6667,539773.3683,8999.2225,51.8177,0.8639,0.6067,0.5433,0.42,84.0,6906441728.0,95.0,7749461333.0,95.0,7854314837.0,1014.5,549.0,1586.1667,0.0,3672078.175,61221.7102,2887625.375,48143.1373,784452.8002,13078.5729,TVMwL
1.0,1.0,1.0,1.0,1.0,15153.97,252.6925,2.6997,0.045,0.008,0.022,0.08,86.0,7063785472.0,95.0,7819497472.0,96.0,7924350976.0,8.5667,7.5,9.8333,0.0,1855480.394,30940.1433,923513.4655,15399.5909,931966.9289,15540.5524,NTS
12.0,12.8333,8.8333,13.0,14.8333,705211.0264,11761.358,63.6592,1.0617,0.4983,0.525,0.35,85.0,6943641600.0,95.0,7765415253.0,95.0,7870268757.0,647.6,192.3333,1604.0,0.0,3410168.844,56855.0991,2698281.366,44986.3515,711887.4788,11868.7476,TVMwL
1.3333,1.0,1.8333,1.3333,1.0,2066756.318,34474.6675,34.1986,0.5705,0.0267,0.0433,0.1,34.0,2747248640.0,94.0,7701653504.0,94.0,7806507008.0,10.6333,7.6667,18.5,0.0,1854646.465,30931.3954,922852.9471,15391.1432,931793.5182,15540.2521,TSK
6.0,11.0,2.8333,6.1667,3.5,6056329.634,100989.3219,41.1368,0.686,0.3267,0.3217,0.23,1.0,72653482.67,94.0,7699754325.0,94.0,7804607829.0,1386.2333,635.6667,2179.5,0.0,3711685.551,61892.372,2946513.068,49133.1177,765172.4826,12759.2543,TSKwL
1.8333,1.0,1.0,1.8333,2.0,2129100.8,35508.6858,35.0,0.5837,0.06,0.045,0.08,1.0,73254912.0,94.0,7702499328.0,94.0,7807352832.0,8.8667,7.3333,11.5,0.0,1855384.314,30933.383,923440.3183,15395.8039,931943.996,15537.5791,TSK
6.0,11.1667,1.8333,6.1667,3.3333,16384.0,273.2033,3.0,0.05,0.23,0.218,0.106,85.0,6946603008.0,95.0,7788679168.0,95.0,7893532672.0,810.3333,342.6667,1464.3333,0.0,3575804.646,59616.6163,2773984.107,46248.4846,801820.5396,13368.1317,NTSwL
13.5,13.5,10.3333,15.5,14.5,335207.6291,5589.5886,35.9531,0.5995,0.754,0.714,0.512,86.0,7004862464.0,95.0,7781602645.0,95.0,7886456149.0,1456.8,729.0,2540.2,0.0,3484468.187,58103.5216,2773707.664,46251.5869,710760.5237,11851.9347,TVMwL
13.8333,13.8333,9.8333,11.1667,20.3333,333672.8763,5563.9966,37.254,0.6212,0.7333,0.68,0.5267,85.0,6990008320.0,95.0,7777305259.0,95.0,7882158763.0,920.5,549.6667,1748.6667,0.0,3621335.492,60375.7168,2855242.493,47603.2426,766092.9994,12772.4741,TVMwL
13.8333,20.3333,13.1667,8.5,13.5,261274.1873,4356.7482,28.3934,0.4735,0.5267,0.54,0.465,84.0,6911148032.0,95.0,7753368235.0,95.0,7858221739.0,1258.5667,893.6667,1884.8333,0.0,3449844.563,57526.1725,2718236.136,45326.5989,731608.4262,12199.5736,TVMwL
13.3333,14.8333,12.0,12.5,14.3333,654219.6524,10909.1154,62.5592,1.0432,0.3567,0.5133,0.3617,85.0,6990454101.0,95.0,7779149824.0,95.0,7884003328.0,1306.5333,886.5,1683.5,0.0,3686058.662,61475.2946,2895071.43,48283.3794,790987.2317,13191.9151,TVMwL
12.1667,11.8333,12.0,8.5,16.6667,408693.7864,6813.8344,40.4959,0.6752,0.565,0.5117,0.3967,85.0,6967111680.0,95.0,7772663125.0,95.0,7877516629.0,1229.2333,748.1667,1629.5,0.0,3555908.457,59294.7883,2780829.942,46370.3509,775078.5147,12924.4375,TVMwL
1.5,2.0,1.0,1.1667,2.1667,3241503.429,54043.0715,33.0919,0.5517,0.0133,0.0083,0.0017,29.0,2398216875.0,95.0,7746663083.0,95.0,7851516587.0,616.6,353.6667,1085.5,0.0,2754626.621,45925.7523,2008734.583,33490.0731,745892.0381,12435.6792,TWMwL
5.0,10.0,2.3333,5.3333,2.6667,4497498.263,75008.3099,36.7812,0.6134,0.135,0.2083,0.1783,1.0,72504661.33,95.0,7746230955.0,95.0,7851084459.0,864.8333,381.3333,1495.8333,0.0,3547843.86,59160.3112,2794966.072,46606.0709,752877.7882,12554.2403,TWMwL
6.0,11.0,3.5,5.6667,3.1667,5997971.916,100016.2067,42.3998,0.707,0.2033,0.2983,0.265,1.0,72594773.33,94.0,7698896213.0,94.0,7803749717.0,1027.1,535.3333,1651.0,0.0,3730932.111,62213.3085,2947430.828,49148.4213,783501.283,13064.8872,TSKwL
2.0,1.0,1.0,5.8333,0.8333,109772.8,1830.4619,12.9,0.2151,0.2517,0.1,0.165,85.0,6960128000.0,95.0,7771517611.0,95.0,7876371115.0,9.0667,7.1667,13.3333,0.0,1853346.484,30899.4079,922371.1871,15377.9791,930975.297,15521.4288,TVM
1.0,1.0,1.0,1.0,1.0,1937547.403,32313.9994,48.4024,0.8072,0.0,0.0,0.01,55.0,4479657984.0,95.0,7743740587.0,95.0,7848594091.0,9.1,7.8333,12.5,0.0,1835162.558,30596.2414,913318.9885,15227.0588,921843.5697,15369.1826,TWM
22.5,50.8333,1.0,2.0,36.0,2239001.067,37335.3521,34.5065,0.5754,0.9967,0.9083,0.95,51.0,4213166080.0,72.0,5860506965.0,72.0,5965360469.0,9.3333,7.3333,13.1667,0.0,1854040.0,30916.1247,922322.0,15379.7232,931718.0,15536.4015,WSK
1.5,1.0,1.0,1.5,2.0,1924410.683,32089.5562,33.6006,0.5603,0.0017,0.0317,0.0817,11.0,873304746.7,94.0,7696313003.0,94.0,7801166507.0,9.4667,8.0,12.1667,0.0,1834514.0,30590.5286,912880.0,15222.2778,921634.0,15368.2508,TSK
5.0,10.1667,3.6667,4.8333,2.3333,4569009.071,76175.543,36.0043,0.6003,0.1517,0.1967,0.1483,61.0,4987651218.0,95.0,7743348151.0,95.0,7848201655.0,1276.5,364.5,2118.3333,0.0,3511163.849,58548.6718,2798204.289,46660.0682,712959.5598,11888.6036,TWMwL
17.0,8.5,2.3333,2.6667,54.0,2125004.8,35434.4639,29.6,0.4936,0.5733,0.615,0.7267,48.0,3964424192.0,78.0,6378785451.0,78.0,6483638955.0,9.7,7.5,14.6667,0.0,1834415.257,30593.9836,912775.2573,15223.0697,921640.0,15370.9139,WSK
1.0,1.0,1.0,1.0,0.6667,13116.2202,218.6766,2.2022,0.0367,0.0,0.075,0.1667,85.0,6934319104.0,95.0,7771200171.0,95.0,7876053675.0,31.9333,10.0,71.6667,0.0,1834751.112,30594.4824,913241.8823,15228.3122,921509.2293,15366.1702,NTS
5.0,9.8333,3.1667,3.0,3.8333,16384.0,273.2033,3.0,0.05,0.1233,0.0583,0.0117,86.0,7066734592.0,95.0,7820588373.0,96.0,7925441877.0,957.1,385.1667,1718.0,0.0,3465311.946,57784.0911,2709783.142,45185.6452,755528.8048,12598.446,NTSwL
26.0,2.0,1.0,0.6667,100.0,10233.8498,170.6779,1.999,0.0333,1.0467,1.0317,1.0833,1.0,74219520.0,33.0,2729572352.0,34.0,2834425856.0,10.5667,8.3333,17.3333,0.0,1835188.8,30601.7809,913595.6,15234.2104,921593.2,15367.5705,WSK
26.0,1.0,2.0,100.0,1.0,2186686.977,36469.0957,33.996,0.567,1.0,1.0,1.0083,6.0,460021760.0,42.0,3436640939.0,43.0,3541494443.0,19.8333,7.5,64.0,0.0,1855134.755,30939.5389,923384.6036,15400.0101,931750.1514,15539.5289,WSK
14.3333,12.6667,19.0,14.0,11.8333,393300.6643,6560.4781,40.7803,0.6802,0.625,0.7183,0.6017,85.0,6998196224.0,95.0,7779491157.0,95.0,7884344661.0,1046.2333,524.8333,1687.8333,0.0,3628363.585,60482.8069,2872055.57,47875.5721,756308.015,12607.2348,TVMwL
1.6667,1.6667,1.5,1.6667,1.0,2766443.32,46122.7629,35.0008,0.5835,0.0467,0.0417,0.06,1.0,74076842.67,94.0,7698994517.0,94.0,7803848021.0,9.1333,7.6667,11.1667,0.0,1833839.725,30574.1868,912608.4923,15215.2133,921231.2331,15358.9735,TSK
1.0,1.0,1.0,1.0,1.0,7786.0901,129.8331,1.6006,0.0267,0.018,0.156,0.17,87.0,7117361152.0,96.0,7826751488.0,96.0,7931604992.0,10.0667,8.0,15.1667,0.0,1852015.5,30887.5167,921317.9,15365.542,930697.6,15521.9746,NTS
1.0,1.0,1.0,1.0,1.0,16384.0,273.1122,3.0,0.05,0.0,0.0,0.0333,86.0,7069980672.0,95.0,7821701803.0,96.0,7926555307.0,8.6,7.8333,10.1667,0.0,1854458.983,30923.1113,922532.9703,15383.2411,931926.0126,15539.8701,NTS
5.0,10.0,1.0,5.6667,4.1667,3979333.202,66355.3977,33.9441,0.566,0.2517,0.2233,0.1383,8.0,683042816.0,95.0,7745531221.0,95.0,7850384725.0,1428.6667,838.8333,2158.0,0.0,3459044.192,57689.196,2733776.41,45593.3357,725267.7824,12095.8603,TWMwL
2.1667,1.0,6.0,1.1667,2.0,86421.9099,1441.0857,12.3994,0.2068,0.11,0.1067,0.1233,85.0,7002214400.0,95.0,7784002219.0,95.0,7888855723.0,9.4333,7.0,15.0,0.0,1772790.281,29566.2155,883150.3324,14728.9915,889639.9486,14837.224,TVM
1.0,1.0,0.8333,1.0,1.0,16384.0,273.2033,3.0,0.05,0.0,0.0,0.04,85.0,6977361920.0,95.0,7783013717.0,95.0,7887867221.0,12.9667,8.1667,24.0,0.0,1834091.902,30583.4901,912461.8703,15215.3055,921630.032,15368.1846,NTS
5.6667,10.3333,1.3333,3.8333,7.0,16384.0,273.2033,3.0,0.05,0.104,0.03,0.008,85.0,6975672320.0,95.0,7783439019.0,95.0,7888292523.0,1084.2,260.4,2020.2,0.0,3429832.841,57192.4769,2724617.374,45433.0061,705215.467,11759.4709,NTSwL
5.3333,10.0,2.6667,5.0,3.5,5445227.455,90799.1905,36.8271,0.6141,0.305,0.3217,0.205,63.0,5191880021.0,95.0,7744534528.0,95.0,7849388032.0,1178.9667,257.0,2334.0,0.0,3490178.134,58198.7349,2782363.358,46395.9206,707814.7762,11802.8143,TWMwL
1.0,1.0,1.0,1.0,0.8333,12685.312,211.5276,2.398,0.04,0.04,0.2033,0.1933,87.0,7114555392.0,96.0,7827456000.0,96.0,7932309504.0,9.4333,7.3333,12.5,0.0,1834393.987,30583.4276,912795.4514,15218.3303,921598.5351,15365.0973,NTS
33.0,19.6667,95.1667,9.0,7.8333,6090501.041,101576.0681,83.5747,1.3938,1.235,1.16,1.0867,32.0,2614683648.0,58.0,4763381077.0,59.0,4868234581.0,1278.7333,628.6667,1888.8333,0.0,3516428.81,58646.2443,2790983.052,46547.4158,725445.7578,12098.8285,WSKwL
18.8333,2.5,3.8333,5.0,63.1667,2080101.324,34679.9154,31.603,0.5269,0.965,0.8733,0.8417,50.0,4061486421.0,79.0,6434029568.0,79.0,6538883072.0,8.5667,7.0,11.5,0.0,1856328.82,30949.13,924311.8669,15410.3346,932016.9533,15538.7955,WSK
1.0,1.0,1.0,1.0,1.0,12697.6,211.6972,2.4,0.04,0.065,0.17,0.17,86.0,7070251008.0,95.0,7821789184.0,96.0,7926642688.0,11.0333,8.0,16.0,0.0,1833947.799,30575.9886,912345.1054,15210.822,921602.6937,15365.1666,NTS
5.0,9.8333,2.5,5.1667,2.0,13805.3139,230.2421,2.3704,0.0395,0.21,0.2067,0.1433,86.0,7067721728.0,95.0,7819725483.0,96.0,7924578987.0,910.0857,117.8571,2035.2857,0.0,3596230.841,59977.1655,2795203.123,46617.7972,801027.7179,13359.3682,NTSwL
2.3333,2.8333,3.0,3.3333,1.0,126972.3099,2117.2638,15.2997,0.2551,0.0667,0.225,0.37,84.0,6916046848.0,95.0,7754576555.0,95.0,7859430059.0,9.1667,7.0,14.3333,0.0,1834721.243,30599.0868,913135.5793,15229.079,921585.664,15370.0077,TVM
32.0,26.0,100.0,1.0,1.0,2386756.033,39805.8044,16.1361,0.2691,1.375,1.3233,1.22,18.0,1492290901.0,51.0,4157535573.0,51.0,4262389077.0,1091.4,284.3333,2103.5,0.0,3462741.292,57750.8554,2751637.719,45891.2228,711103.5725,11859.6326,WSKwL
1.0,1.0,1.0,1.0,1.0,16384.0,273.2033,3.0,0.05,0.0,0.01,0.09,85.0,6932555776.0,95.0,7769495552.0,95.0,7874349056.0,26.5333,11.1667,46.6667,0.0,1854564.266,30924.8669,922721.8703,15386.391,931842.3952,15538.4758,NTS
6.0,11.0,4.3333,5.8333,2.5,4300133.028,71716.6949,41.2326,0.6877,0.235,0.2167,0.1617,1.0,75640832.0,94.0,7701676715.0,94.0,7806530219.0,1142.6667,628.3333,2015.0,0.0,3519138.588,58681.6506,2796209.538,46626.8057,722929.0504,12054.8449,TSKwL
13.8333,15.6667,15.1667,11.1667,12.8333,384904.4647,6418.2836,43.1683,0.7198,0.71,0.748,0.558,85.0,7000002560.0,95.0,7780822357.0,95.0,7885675861.0,1377.0667,895.8333,2000.3333,0.0,3555411.596,59286.5032,2817583.557,46983.2176,737828.0392,12303.2856,TVMwL
1.0,1.0,1.0,1.0,1.0,16384.0,273.2033,3.0,0.05,0.015,0.025,0.0617,86.0,7067303936.0,95.0,7819511125.0,96.0,7924364629.0,13.3,8.0,25.3333,0.0,1854268.1,30919.9283,922419.6,15381.3507,931848.5,15538.5776,NTS
1.0,1.0,1.0,1.0,1.0,13926.4,232.2228,2.6,0.0434,0.0,0.0,0.01,85.0,6977468416.0,95.0,7783671808.0,95.0,7888525312.0,11.2667,8.0,20.6667,0.0,1833704.4,30577.0285,912162.0,15210.3052,921542.4,15366.7234,NTS
14.1667,10.3333,15.0,20.1667,12.3333,6912428.291,115264.7706,45.3787,0.7567,0.9183,0.71,0.505,72.1667,5930577920.0,87.0,7092502528.0,87.0,7197356032.0,916.7667,418.0,1542.6667,0.0,3472687.981,57897.4322,2750658.132,45859.5887,722029.8489,12037.8434,WSKwL
6.0,11.0,2.8,5.0,4.0,6245357.376,104123.9976,38.5621,0.6429,0.3383,0.2567,0.1967,3.0,239765504.0,94.0,7696269312.0,94.0,7801122816.0,1441.48,777.8,2498.4,0.0,3442283.108,57390.5153,2759825.259,46012.4251,682457.849,11378.0902,TSKwL
1.0,1.0,1.0,1.0,1.0,16384.0,273.1577,3.0,0.05,0.0,0.01,0.075,85.0,6931621888.0,95.0,7769060011.0,95.0,7873913515.0,23.2667,8.6667,41.6667,0.0,1854233.944,30924.5154,922510.8637,15385.438,931723.0802,15539.0774,NTS
5.0,9.8333,3.8333,3.1667,3.8333,4919995.5,82040.9455,39.087,0.6518,0.23,0.19,0.1017,72.0,5860487168.0,95.0,7745579886.0,95.0,7850433390.0,971.9667,345.5,2271.3333,0.0,3405915.892,56784.1929,2707729.414,45143.8715,698186.4783,11640.3214,TWMwL
1.0,1.0,1.0,1.0,1.0,2166784.0,36131.1322,32.8,0.5469,0.0,0.0,0.0,57.0,4679936000.0,95.0,7746411861.0,95.0,7851265365.0,9.1333,7.8333,12.1667,0.0,1834555.987,30596.3307,913000.966,15226.834,921555.021,15369.4967,TWM
1.0,1.0,1.0,1.0,1.0,13518.03,225.3756,2.3003,0.0384,0.0,0.01,0.07,87.0,7118741504.0,96.0,7827730432.0,96.0,7932583936.0,9.9667,7.6667,13.0,0.0,1853896.233,30918.8831,922224.9685,15380.6699,931671.2649,15538.2132,NTS
6.0,11.0,3.1667,5.6667,3.1667,6104517.094,101775.8769,44.9719,0.7498,0.24,0.1583,0.1083,1.0,74543104.0,94.0,7701198165.0,94.0,7806051669.0,1087.2,493.8333,1721.6667,0.0,3739034.316,62348.4128,2942531.894,49066.7316,796502.4215,13281.6812,TSKwL
6.0,11.1667,3.3333,5.3333,2.6667,5797482.378,96689.1657,41.2768,0.6884,0.2967,0.2867,0.1867,47.0,3811104768.0,94.0,7701214549.0,94.0,7806068053.0,956.7333,272.6667,1849.8333,0.0,3568717.546,59508.38,2801170.246,46709.5255,767547.3003,12798.8544,TSKwL
1.0,1.0,1.0,1.0,1.0,1537817.189,25647.3847,28.198,0.4703,0.0117,0.0317,0.09,12.0,997104981.3,95.0,7746526549.0,95.0,7851380053.0,9.4,7.5,12.8333,0.0,1835192.326,30601.8397,913505.4,15232.7064,921686.9258,15369.1333,TWM
26.0,1.0,100.0,1.0,1.6667,2341265.424,39047.1218,34.5992,0.577,1.0,1.03,1.1117,1.0,72642560.0,27.0,2228870485.0,28.0,2333723989.0,10.8333,8.8333,14.8333,0.0,1834539.0,30585.8453,913006.0,15221.8406,921533.0,15364.0047,WSK
21.5,57.8333,5.5,6.1667,16.8333,2113523.7,35248.8943,30.998,0.517,1.145,0.9917,0.9817,51.0,4196065280.0,71.0,5850135893.0,72.0,5954989397.0,10.2,7.5,17.3333,0.0,1845909.026,30785.6742,918324.3258,15315.6158,927584.6998,15470.0584,WSK
1.1667,1.3333,1.0,1.0,1.1667,13518.03,225.4508,2.3003,0.0384,0.105,0.22,0.185,87.0,7116079104.0,96.0,7827030016.0,96.0,7931883520.0,9.7333,8.0,12.8333,0.0,1833684.2,30581.7912,912174.4,15213.0487,921509.8,15368.7425,NTS
2.0,1.3333,3.1667,1.0,4.5,151146.0901,2520.782,17.6006,0.2935,0.025,0.09,0.25,84.0,6918881280.0,95.0,7756213589.0,95.0,7861067093.0,8.8,7.3333,12.1667,0.0,1854717.7,30927.4254,922887.5,15389.1529,931830.2,15538.2725,TVM
6.0,11.6667,2.6667,4.8333,4.0,49152.0,819.4732,9.0,0.1501,0.3783,0.355,0.225,85.0,6963972096.0,95.0,7785749845.0,95.0,7890603349.0,844.96,650.8,1216.6,0.0,3574064.471,59597.54,2801330.884,46712.2042,772733.5867,12885.3358,NTSwL
13.5,9.8333,19.5,12.1667,12.3333,554509.153,9247.9845,72.5803,1.2105,0.7583,0.635,0.4633,85.0,6953578496.0,95.0,7770350933.0,95.0,7875204437.0,1284.0,825.1667,1769.0,0.0,3539818.455,59036.3318,2773535.688,46256.4324,766282.7667,12779.8994,TVMwL
2.1667,3.3333,1.8333,1.0,4.0,115922.96,1933.3382,13.7003,0.2285,0.0283,0.355,0.445,85.0,6943062016.0,95.0,7766111573.0,95.0,7870965077.0,8.7,7.0,12.1667,0.0,1834527.0,30590.7454,912959.0,15223.5951,921568.0,15367.1502,TVM
5.8333,11.1667,1.5,6.0,3.3333,9536.3282,158.9918,1.8855,0.0314,0.2767,0.1833,0.0767,85.0,6932084053.0,95.0,7770197333.0,95.0,7875050837.0,1616.8,990.0,2653.8333,0.0,3438444.131,57345.6326,2723673.461,45424.8409,714770.6692,11920.7917,NTSwL
5.3333,9.8333,2.5,4.1667,4.5,4785245.475,79780.6848,39.2974,0.6552,0.1633,0.2383,0.1983,1.0,73918464.0,94.0,7701029547.0,94.0,7805883051.0,157.5667,7.8333,468.3333,0.0,2575034.662,42931.5549,1719598.141,28669.5255,855436.5214,14262.0294,TSK
1.0,1.0,1.0,2.0,1.0,2239697.72,37346.9688,33.2008,0.5536,0.0633,0.1,0.16,1.0,71228757.33,94.0,7699459413.0,94.0,7804312917.0,9.1667,7.8333,11.3333,0.0,1854807.735,30928.9267,922926.2514,15389.7991,931881.4841,15539.1276,TSK
6.0,11.3333,2.5,5.1667,4.3333,6107238.867,101821.2549,40.6043,0.677,0.2017,0.255,0.195,1.0,79843328.0,94.0,7701743616.0,94.0,7806597120.0,845.3667,265.3333,1697.3333,0.0,3658823.756,61021.0767,2886072.322,48133.2942,772751.4345,12887.7824,TSKwL
4.1667,7.8333,3.1667,2.6667,2.6667,16384.0,273.2033,3.0,0.05,0.2943,0.2457,0.1671,85.0,6976780288.0,95.0,7783731200.0,95.0,7888584704.0,1062.1333,675.0,1869.3333,3.3333,3505084.578,58447.2999,2771807.245,46219.8974,733277.333,12227.4026,NTSwL
1.0,1.0,1.0,1.0,0.8333,13108.02,218.5398,2.2002,0.0367,0.0,0.0133,0.07,85.0,6976360448.0,95.0,7783475883.0,95.0,7888329387.0,9.7,7.8333,12.5,0.0,1833600.547,30575.2968,912202.5786,15210.9818,921397.968,15364.315,NTS
1.0,1.0,1.0,1.0,1.0,2120055.159,35357.8245,33.5996,0.5604,0.095,0.0383,0.0667,73.0,5941843968.0,95.0,7744414379.0,95.0,7849267883.0,8.5333,7.8333,10.1667,0.0,1833284.91,30570.0335,912006.1998,15207.7072,921278.7102,15362.3263,TWM
32.6667,28.6667,1.3333,1.0,100.0,4807924.73,80185.5358,71.6316,1.1947,1.3717,1.315,1.2167,1.0,71509606.4,24.0,1962860544.0,25.0,2067714048.0,810.0286,321.2857,1747.4286,0.0,3620727.486,60365.58,2872658.905,47893.613,748068.5803,12471.967,WSKwL
26.0,2.0,100.0,0.0,1.0,16384.0,273.2033,3.0,0.05,1.0,1.01,1.09,1.0,73359360.0,25.0,2018567509.0,26.0,2123421013.0,10.3333,7.5,18.0,0.0,1855220.837,30940.9746,923407.6737,15400.3948,931813.1632,15540.5798,WSK
