CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
13.8333,12.0,10.3333,15.0,17.0,297497.0196,4959.937,33.2299,0.554,0.605,0.59,0.4683,85.0,6949940565.0,95.0,7768767829.0,95.0,7873621333.0,315.48,94.2,697.6,0.0,3404660.868,56763.2689,2644664.867,44092.4453,759996.0004,12670.8236,TVMwL
26.0,1.0,100.0,1.0,1.0,2288401.989,38159.1127,40.6042,0.6771,1.035,1.0367,1.1017,30.0,2475182080.0,65.0,5322786816.0,65.0,5427640320.0,8.5667,7.6667,10.1667,0.0,1848722.644,30827.4578,919843.9944,15338.4024,928878.6495,15489.0554,WSK
5.1667,10.1667,3.8333,3.6667,3.1667,3926415.501,65472.9948,37.4078,0.6238,0.3183,0.3117,0.19,63.3333,5200252928.0,95.0,7743675733.0,95.0,7848529237.0,1019.1333,535.6667,1570.6667,0.0,3660981.946,61046.8892,2878294.016,47995.5647,782687.9293,13051.3245,TWMwL
2.6667,2.5,2.5,3.8333,1.8333,127795.2,2130.9855,16.0,0.2668,0.1567,0.1983,0.2383,85.0,6996217856.0,95.0,7779026944.0,95.0,7883880448.0,11.1,7.8333,18.8333,0.0,1834574.85,30591.5433,913142.4337,15226.6539,921432.4162,15364.8894,TVM
1.0,1.0,1.0,1.0,1.0,2125824.0,35454.036,37.0,0.6171,0.0617,0.035,0.075,1.0,71023957.33,95.0,7745080661.0,95.0,7849934165.0,10.2667,8.0,16.0,0.0,1834600.4,30591.9693,912973.0,15223.8286,921627.4,15368.1407,TWM
2.0,1.0,2.0,2.0,1.0,1618338.21,26990.297,29.2012,0.487,0.0483,0.065,0.08,1.0,72757248.0,94.0,7699505152.0,94.0,7804358656.0,9.1333,7.6667,11.1667,0.0,1847816.844,30812.3536,920099.9568,15342.6706,927716.8877,15469.683,TSK
1.0,1.0,1.0,1.0,1.0,12693.9099,211.7063,2.3994,0.04,0.0033,0.0,0.03,86.0,7047245824.0,95.0,7804956672.0,95.0,7909810176.0,10.9333,8.1667,17.1667,0.0,1854231.955,30919.3256,922465.955,15382.1236,931766.0,15537.2019,NTS
6.0,11.0,1.8333,6.8333,3.6667,5981600.848,99743.2191,39.9012,0.6654,0.3183,0.3517,0.2933,1.0,71540053.33,94.0,7702407851.0,94.0,7807261355.0,1258.4667,502.0,2267.5,0.0,3591004.592,59880.0165,2832420.035,47230.6159,758584.5571,12649.4007,TSKwL
5.6667,10.6667,2.3333,5.0,3.5,5581242.996,93067.2502,78.5182,1.3093,0.1517,0.245,0.1733,66.0,5412870144.0,95.0,7743617024.0,95.0,7848470528.0,1033.9333,481.6667,1730.3333,0.0,3721628.288,62047.8207,2908176.054,48485.7628,813452.2345,13562.0579,TWMwL
31.5,19.6667,1.6667,5.1667,100.0,5601288.054,93417.079,44.668,0.745,1.6017,1.375,1.255,22.0,1789086379.0,50.0,4079971669.0,50.0,4184825173.0,585.2667,167.6667,1452.8333,0.0,3424108.406,57097.0219,2707309.24,45144.3929,716799.1656,11952.6291,WSKwL
1.0,1.0,1.0,1.0,1.0,1965555.712,32775.6497,69.407,1.1574,0.0,0.06,0.1183,37.0,3063535616.0,95.0,7747028309.0,95.0,7851881813.0,9.2667,7.6667,11.5,0.0,1834507.031,30590.4124,912945.6496,15223.3725,921561.3813,15367.0399,TWM
1.1667,1.0,1.6667,1.5,1.0,2101407.577,35040.9801,32.1803,0.5366,0.0217,0.145,0.17,42.0,3478217387.0,94.0,7700072448.0,94.0,7804925952.0,9.0333,7.5,13.0,0.0,1834411.301,30583.7162,912778.3616,15218.0454,921632.939,15365.6709,TSK
1.0,1.0,1.0,1.0,1.0,2179863.319,36349.2299,31.7998,0.5303,0.0117,0.0067,0.0317,2.0,155555840.0,95.0,7746813952.0,95.0,7851667456.0,8.5667,7.6667,10.5,0.0,1831720.694,30549.0443,911424.6963,15200.5453,920295.9981,15348.499,TWM
1.0,1.0,1.0,1.0,1.0,13121.0847,218.7941,2.2034,0.0367,0.015,0.02,0.0033,85.0,6933057536.0,95.0,7770610347.0,95.0,7875463851.0,27.8,12.3333,49.5,0.0,1837744.603,30649.5097,914275.2059,15248.0855,923469.3966,15401.4242,NTS
26.0,1.6667,100.0,2.0,1.6667,2252287.488,37556.9032,36.4945,0.6085,1.0583,1.03,1.0817,1.0,89920853.33,17.0,1420065451.0,18.0,1524918955.0,8.7333,7.6667,10.5,0.0,1855722.2,30939.0163,923705.0,15400.2167,932017.2,15538.7996,WSK
6.0,10.5,2.0,5.1667,5.0,5845432.799,97488.8726,40.5667,0.6766,0.3483,0.2717,0.16,1.0,73294506.67,94.0,7700056747.0,94.0,7804910251.0,1328.1,1048.5,1662.8333,0.0,3648983.169,60846.8095,2875314.975,47945.8892,773668.1939,12900.9204,TSKwL
12.8333,11.0,11.0,14.3333,14.6667,671873.2822,11203.4898,61.2101,1.0207,0.33,0.4733,0.4767,85.0,6939713536.0,95.0,7764589227.0,95.0,7869442731.0,1303.4667,952.3333,1624.8333,0.0,3589874.831,59881.1481,2814278.237,46943.7571,775596.5945,12937.3911,TVMwL
26.0,1.1667,30.0,1.0,71.3333,14338.0501,239.1269,2.5005,0.0417,1.0,1.01,1.03,6.0,469349717.3,42.0,3442768555.0,43.0,3547622059.0,9.6667,7.8333,13.3333,0.0,1843185.4,30740.2502,917510.6,15302.0447,925674.8,15438.2055,WSK
5.0,10.0,2.6,4.2,3.6,5548742.824,92540.7409,38.7429,0.6461,0.1467,0.1483,0.0883,9.0,713277440.0,95.0,7746407083.0,95.0,7851260587.0,821.6,336.8333,1915.5,0.0,3465050.961,57770.1061,2724931.165,45430.663,740119.7964,12339.4431,TWMwL
2.1667,2.5,1.5,1.1667,4.8333,78229.9099,1304.4841,11.3994,0.1901,0.0183,0.0517,0.1183,84.0,6909214720.0,95.0,7750626645.0,95.0,7855480149.0,9.2,7.0,13.3333,0.0,1854057.852,30921.5786,923074.0007,15394.8299,930983.8516,15526.7487,TVM
1.0,1.0,1.0,1.0,1.0,16384.0,273.2033,3.0,0.05,0.0033,0.125,0.145,86.0,7068174336.0,95.1667,7821770069.0,96.0,7926623573.0,10.3333,7.6667,14.8333,0.0,1833591.1,30575.1392,912119.1,15209.5898,921472.0,15365.5494,NTS
1.0,1.0,1.0,1.0,1.0,12288.0,204.9708,2.0,0.0334,0.0067,0.08,0.1283,86.0,7069519872.0,95.0,7821086720.0,96.0,7925940224.0,10.6333,8.0,19.1667,0.0,1833609.324,30575.4431,912099.4865,15209.2627,921509.8378,15366.1804,NTS
20.8333,57.0,4.1667,2.5,19.6667,2121728.0,35379.8232,32.0,0.5336,0.83,1.0033,1.0567,52.0,4269375488.0,72.0,5893795840.0,72.0,5998649344.0,9.3667,7.3333,13.6667,0.0,1854224.644,30924.3603,922384.0222,15383.3226,931840.6216,15541.0377,WSK
5.0,9.8,2.8,4.2,3.8,3697421.635,61654.5212,33.2311,0.5541,0.2233,0.225,0.12,6.0,486772736.0,95.0,7744705195.0,95.0,7849558699.0,1071.6,614.1667,1744.6667,0.0,3602495.453,60051.5995,2823231.428,47061.7008,779264.0244,12989.8987,TWMwL
32.0,25.8333,1.3333,1.0,100.0,6293895.608,104933.2379,62.5879,1.0435,1.4033,1.2867,1.1917,1.0,71839744.0,33.0,2694731093.0,34.0,2799584597.0,1286.2571,574.4286,2048.0,0.0,3590998.814,59869.9369,2820285.608,47020.4336,770713.2054,12849.5033,WSKwL
6.0,11.6667,3.0,4.5,3.6667,14710.0929,245.2909,2.5913,0.0432,0.2867,0.2267,0.1067,85.0,6933092352.0,95.0,7769102336.0,95.0,7873955840.0,1653.4,914.0,2745.6,0.0,3264704.222,54438.9565,2634597.716,43931.9279,630106.5052,10507.0286,NTSwL
26.0,1.0,1.0,100.0,1.0,2121713.284,35379.5779,30.9976,0.5169,1.0,1.0,1.0483,1.0,71536640.0,15.0,1247993173.0,16.0,1352846677.0,12.7667,8.3333,25.0,0.0,1834865.794,30586.1943,913169.8006,15222.0337,921695.9936,15364.1606,WSK
30.5,10.0,11.5,3.6667,97.3333,5777421.933,96338.5348,45.0379,0.751,1.1967,1.2683,1.1833,44.0,3571908608.0,66.0,5434102443.0,67.0,5538955947.0,986.4333,201.6667,1973.5,0.0,3594061.713,59921.0022,2849539.748,47508.1652,744521.9648,12412.837,WSKwL
26.0,1.0,93.6667,1.0,7.3333,2136051.7,35618.671,33.998,0.5669,1.0217,1.0717,1.1517,15.8333,1271926784.0,49.0,3989034325.0,49.0,4093887829.0,8.5333,7.6667,9.6667,0.0,1854441.795,30922.8247,922569.6018,15383.852,931872.1928,15538.9727,WSK
5.1667,9.5,2.1667,3.6667,5.0,250859.5654,4183.7819,45.347,0.7563,0.2783,0.235,0.1383,86.0,7067549696.0,95.0,7818446165.0,96.0,7923299669.0,632.1667,196.6667,1219.1667,0.0,3511833.275,58550.0713,2712825.564,45228.8357,799007.711,13321.2356,NTSwL
6.0,11.5,2.3333,6.5,2.6667,5881189.993,98085.2234,40.8916,0.682,0.135,0.1717,0.13,1.0,73660416.0,94.0,7701004971.0,94.0,7805858475.0,892.1333,382.1667,1678.3333,0.0,3600396.643,60046.6418,2850623.027,47542.0785,749773.6164,12504.5633,TSKwL
5.0,9.8333,1.3333,4.6667,4.3333,269361.8162,4491.6094,43.8811,0.7317,0.3167,0.255,0.1317,86.0,7069270016.0,95.0,7821215061.0,96.0,7926068565.0,1016.4333,327.6667,1795.6667,0.0,3559524.43,59364.9838,2773637.687,46258.1335,785886.7431,13106.8503,NTSwL
3.1667,1.1667,5.8333,3.5,2.0,99937.4749,1666.7357,12.5992,0.2101,0.1683,0.265,0.4633,85.0,7002588501.0,95.0,7781155499.0,95.0,7886009003.0,11.8667,7.6667,20.3333,0.0,1854900.176,30935.6267,923011.0639,15393.7803,931889.1119,15541.8464,TVM
1.6667,1.5,1.3333,1.8333,1.0,2019252.179,33671.0385,37.8434,0.631,0.0183,0.0933,0.15,45.0,3705159680.0,94.0,7699681280.0,94.0,7804534784.0,8.3333,7.6667,9.5,0.0,1840788.643,30705.3985,916143.7658,15281.7976,924644.8769,15423.6009,TSK
1.0,1.0,1.0,1.0,1.0,13516.8,225.3927,2.3,0.0384,0.0,0.0,0.01,86.0,7065747456.0,95.0,7821064875.0,96.0,7925918379.0,9.1667,8.0,11.0,0.0,1833954.732,30581.2028,912303.9335,15212.6719,921650.7985,15368.5309,NTS
26.0,2.0,1.0,0.0,100.0,14333.9499,239.0187,2.4995,0.0417,1.015,1.01,1.04,1.1667,122163200.0,39.0,3177485653.0,40.0,3282339157.0,10.6667,8.8333,13.1667,0.0,1854831.2,30929.318,923000.4,15391.0355,931830.8,15538.2825,WSK
1.0,1.0,1.0,1.0,1.0,7786.0901,129.8331,1.6006,0.0267,0.0817,0.1667,0.1483,86.0,7067314176.0,95.0,7820396544.0,96.0,7925250048.0,9.9,7.6667,14.0,0.0,1834216.235,30585.5634,912486.7078,15215.7197,921729.5269,15369.8437,NTS
5.5,10.6667,2.1667,5.0,3.5,4457863.102,74322.4925,31.7312,0.529,0.1967,0.1867,0.1067,1.0,71998805.33,95.0,7744465579.0,95.0,7849319083.0,1393.6,782.0,2066.5,0.0,3621929.879,60385.6265,2852234.082,47553.0857,769695.7975,12832.5408,TWMwL
1.0,1.0,1.0,1.0,0.8333,15153.97,252.6925,2.6997,0.045,0.1283,0.0567,0.0717,87.0,7085891584.0,95.0,7819531605.0,96.0,7924385109.0,11.6667,7.8333,20.1667,0.0,1833830.1,30574.0263,912316.1,15210.3384,921514.0,15363.6879,NTS
2.0,1.0,2.0,2.0,1.0,1937215.295,32308.4606,33.2002,0.5537,0.0517,0.0733,0.1383,22.0,1822146560.0,94.0,7701360640.0,94.0,7806214144.0,8.4667,7.3333,10.5,0.0,1855278.1,30931.6122,923332.7,15394.0097,931945.4,15537.6025,TSK
13.3333,15.1667,11.1667,13.1667,13.5,300420.13,5009.5069,34.5517,0.5761,0.5917,0.6233,0.545,85.0,6977787904.0,95.0,7773627051.0,95.0,7878480555.0,1348.2667,893.1667,1869.8333,0.0,3675397.884,61287.275,2892513.169,48232.6692,782884.7143,13054.6059,TVMwL
1.0,1.0,1.0,1.0,1.0,2094294.23,34922.365,33.396,0.5569,0.0067,0.0867,0.1333,70.0,5750267904.0,95.0,7744387755.0,95.0,7849241259.0,8.4333,8.0,9.8333,0.0,1833141.0,30567.6338,911573.0,15200.4836,921568.0,15367.1502,TWM
26.0,2.0,0.0,1.0,100.0,2133497.337,35582.0103,33.9945,0.567,1.0,1.1183,1.195,35.0,2888569515.0,61.0,4967365973.0,61.0,5072219477.0,9.3,7.6667,12.5,0.0,1834030.853,30582.4721,912491.6276,15215.8017,921539.2252,15366.6704,WSK
2.3333,3.6667,2.8333,2.8333,1.0,143779.4402,2397.123,21.2015,0.3535,0.2,0.06,0.135,85.0,6945964032.0,95.0,7767301461.0,95.0,7872154965.0,8.0667,7.0,10.0,0.0,1834398.752,30598.8115,912781.636,15225.7154,921617.1162,15373.0962,TVM
6.0,10.3333,2.1667,7.6667,2.6667,5825514.564,97156.6805,39.1632,0.6532,0.41,0.3683,0.285,1.0,72416109.71,94.0,7701928229.0,94.0,7806781733.0,867.0571,415.2857,1732.2857,0.0,3547346.749,59142.1599,2804782.464,46761.9617,742564.2844,12380.1981,TSKwL
6.0,11.5,3.0,7.3333,1.8333,5505285.914,91815.9759,36.0426,0.6011,0.4333,0.3233,0.2283,48.0,3961539243.0,94.0,7700458837.0,94.0,7805312341.0,1207.0667,650.1667,1782.8333,0.0,3734396.426,62291.8503,2954371.951,49280.5997,780024.4748,13011.2506,TSKwL
1.0,1.0,1.0,1.0,1.0,16384.0,273.2033,3.0,0.05,0.0317,0.0433,0.0883,86.0,7064985600.0,95.0,7820180139.0,96.0,7925033643.0,9.1,7.5,11.8333,0.0,1853843.886,30923.1674,922246.2604,15383.5907,931597.6252,15539.5767,NTS
23.0,16.3333,6.3333,10.1667,59.1667,1657819.136,27639.5321,32.507,0.542,1.0,0.9433,0.96,51.0,4202805248.0,71.0,5853904213.0,72.0,5958757717.0,8.4,7.3333,9.8333,0.0,1854442.887,30922.8429,922531.7427,15383.2207,931911.1441,15539.6222,WSK
6.0,11.5,4.1667,4.6667,3.8333,5930744.445,98895.1883,41.6238,0.6941,0.37,0.2933,0.1833,50.0,4081756160.0,94.0,7710730923.0,94.0,7815584427.0,1102.8667,172.1667,2387.3333,0.0,3481311.57,58031.5314,2771203.455,46194.4233,710108.1148,11837.1081,TSKwL
5.3333,10.3333,2.0,4.8333,4.3333,4812226.762,80243.9013,37.8978,0.6319,0.2583,0.215,0.105,73.0,5981008555.0,95.0,7779918507.0,95.0,7884772011.0,1336.72,614.4,2102.4,0.0,3657956.857,61006.6187,2875377.931,47954.9355,782578.9259,13051.6832,TWMwL
13.0,14.8333,15.5,10.6667,11.1667,730351.4239,12180.6442,68.1879,1.1372,0.6067,0.555,0.4917,84.0,6914985984.0,95.0,7753216683.0,95.0,7858070187.0,1256.1,851.6667,1603.8333,0.0,3568252.241,59510.5444,2788686.668,46509.1172,779565.5731,13001.4272,TVMwL
6.0,11.3333,2.8333,6.1667,3.5,6067231.636,101187.9859,42.6701,0.7116,0.105,0.1933,0.1567,1.0,72460970.67,94.0,7699352917.0,94.0,7804206421.0,824.9333,346.3333,1769.3333,0.0,3654374.91,60936.7169,2875582.102,47950.3435,778792.8079,12986.3733,TSKwL
5.0,10.0,3.3333,4.5,2.3333,3907515.669,65157.8401,32.6171,0.5439,0.2583,0.1667,0.07,31.0,2554179584.0,95.0,7746735445.0,95.0,7851588949.0,1274.0333,714.0,1968.5,0.0,3438663.891,57339.7347,2709025.299,45173.0082,729638.5914,12166.7266,TWMwL
2.8333,3.6667,1.0,4.3333,2.0,151539.6997,2526.9251,19.4985,0.3251,0.1533,0.0967,0.2167,85.0,6990002176.0,95.0,7777977685.0,95.0,7882831189.0,8.3,7.1667,10.6667,0.0,1853306.859,30903.8996,922449.1149,15381.8428,930857.7436,15522.0568,TVM
2.0,1.0,6.0,0.8333,1.1667,90521.6,1509.4481,13.4,0.2234,0.2817,0.255,0.3433,85.0,6942711808.0,95.0,7765929301.0,95.0,7870782805.0,10.0,7.1667,16.5,0.0,1854848.014,30929.5984,923085.5396,15392.4552,931762.4748,15537.1432,TVM
6.0,11.1667,3.3333,4.6667,4.1667,16384.0,273.2033,3.0,0.05,0.365,0.1483,0.0533,85.0,6980145152.0,95.0,7784777045.0,95.0,7889630549.0,843.4333,264.1667,2078.5,0.0,3582780.905,59732.9261,2817579.698,46975.3201,765201.2071,12757.606,NTSwL
5.0,10.1667,3.1667,3.0,4.3333,5209847.362,86874.2265,37.8525,0.6312,0.2583,0.2517,0.185,67.0,5476425728.0,95.0,7781602645.0,95.0,7886456149.0,1178.1333,299.1667,2495.3333,0.0,3445035.214,57455.5573,2746314.3,45802.44,698720.9132,11653.1173,TWMwL
5.1667,10.0,2.8333,5.5,2.5,5587952.514,93194.6717,39.1641,0.6532,0.2433,0.1033,0.03,29.0,2374549504.0,95.0,7747092480.0,95.0,7851945984.0,724.6333,217.1667,1700.1667,0.0,3599062.724,60014.3859,2853689.013,47585.2762,745373.7115,12429.1097,TWMwL
12.3333,14.6667,9.8333,11.5,13.3333,393180.4551,6557.3792,39.5588,0.6598,0.47,0.3567,0.2433,85.0,6975019691.0,95.0,7772476075.0,95.0,7877329579.0,717.08,8.8,1821.6,0.0,3094304.31,51597.5373,2377496.3,39644.7607,716808.0104,11952.7766,TVMwL
1.3333,1.1667,1.6667,1.5,1.0,2120912.08,35372.1161,32.4004,0.5404,0.0383,0.0517,0.0733,36.0,2970428757.0,94.0,7700433579.0,94.0,7805287083.0,9.0333,8.0,11.1667,0.0,1835431.657,30605.8305,913766.1471,15237.0543,921665.5099,15368.7762,TSK
6.0,10.7143,3.7143,4.7143,3.8571,6539428.571,109044.9987,41.8524,0.6979,0.2933,0.2583,0.215,40.0,3297368064.0,94.0,7700013739.0,94.0,7804867243.0,1154.0667,482.8333,1740.1667,0.0,3631936.29,60562.5528,2865052.828,47774.7679,766883.4614,12787.7849,TSKwL
2.5,4.8333,1.0,1.5,3.0,103219.2,1721.4676,14.4,0.2402,0.1917,0.16,0.1883,85.0,6965362688.0,95.0,7772907520.0,95.0,7877761024.0,9.0,7.3333,12.5,0.0,1853245.856,30913.1919,922367.3874,15385.6111,930878.4685,15527.5808,TVM
4.8333,10.1667,3.1667,5.5,1.5,4799980.232,80039.6904,35.4374,0.5909,0.2367,0.0717,0.0233,7.0,538095616.0,95.0,7747220139.0,95.0,7852073643.0,647.1333,8.5,1872.0,0.0,3592980.623,59922.959,2820054.527,47032.2636,772926.0959,12890.6954,TWMwL
1.0,1.0,1.0,1.0,1.0,16384.0,273.2033,3.0,0.05,0.0,0.0,0.02,86.0,7065593856.0,95.0,7820377429.0,96.0,7925230933.0,10.6667,7.3333,17.6667,0.0,1834364.691,30582.9392,912617.2613,15215.3595,921747.4294,15367.5797,NTS
1.0,1.0,1.0,1.0,0.0,2166784.0,36137.1581,35.0,0.5837,0.0017,0.01,0.0467,37.0,3041441792.0,95.0,7748158805.0,95.0,7853012309.0,8.8,7.8333,11.0,0.0,1834723.0,30594.0137,913002.0,15224.3122,921721.0,15369.7015,TWM
1.5,2.0,1.0,2.0,1.0,2235731.283,37287.0461,33.6016,0.5604,0.1117,0.1983,0.175,70.0,5764079616.0,95.0,7744415061.0,95.0,7849268565.0,10.5333,7.6667,20.3333,0.0,1844680.126,30765.1789,917906.6246,15308.6495,926773.5015,15456.5294,TWM
6.0,11.0,3.5714,6.5714,3.0,5998019.716,99983.6592,41.941,0.6991,0.3133,0.2883,0.18,4.0,326816426.7,94.0,7695950507.0,94.0,7800804011.0,1350.4667,801.8333,2097.5,0.0,3710412.015,61881.4545,2938340.494,49005.0116,772071.5206,12876.443,TSKwL
6.0,11.7143,3.2857,5.2857,3.4286,6007787.294,100163.176,43.0098,0.7171,0.265,0.265,0.185,1.0,72821418.67,94.0,7699243008.0,94.0,7804096512.0,1075.4667,484.0,1935.0,0.0,3688215.225,61490.7507,2920415.319,48689.8186,767799.906,12800.9321,TSKwL
26.0,1.0,1.0,1.0,100.0,16384.0,273.2033,3.0,0.05,1.015,1.2283,1.2567,16.0,1285408085.0,49.0,4037059243.0,50.0,4141912747.0,9.5667,8.0,12.5,0.0,1855314.197,30937.372,923408.4294,15397.8394,931905.7676,15539.5326,WSK
6.0,11.1667,2.3333,5.5,4.3333,6115746.561,101997.1074,43.1961,0.7204,0.21,0.1967,0.1817,1.0,72673280.0,94.0,7698857301.0,94.0,7803710805.0,1192.7,726.0,1703.5,0.0,3739201.517,62351.2009,2955439.295,49281.9626,783762.2217,13069.2383,TSKwL
2.8333,4.5,2.1667,1.6667,3.3333,150732.8,2513.051,19.8,0.3301,0.1717,0.2083,0.4067,86.0,7036936192.0,95.0,7784471211.0,95.0,7889324715.0,9.9333,7.3333,16.1667,0.0,1834453.2,30594.6164,912855.2,15224.4029,921598.0,15370.2135,TVM
4.8333,9.6667,2.5,3.5,3.8333,13867.3729,231.1999,2.3856,0.0398,0.1167,0.1417,0.0733,86.0,7069342379.0,95.0,7821714773.0,96.0,7926568277.0,681.1714,220.4286,1247.4286,0.0,3527743.093,58825.1308,2732852.442,45570.3259,794890.6508,13254.8049,NTSwL
1.0,1.0,1.0,1.0,0.8333,16384.0,273.1577,3.0,0.05,0.0,0.0017,0.0617,85.0,6932465664.0,95.0,7768784896.0,95.0,7873638400.0,27.7667,11.5,56.6667,0.0,1832869.532,30563.1071,911775.629,15203.8624,921093.9032,15359.2447,NTS
6.0,11.0,4.0,4.3333,3.3333,323584.0,5395.7645,55.0,0.9171,0.268,0.248,0.182,85.0,6932629504.0,95.0,7770332501.0,95.0,7875186005.0,1303.0,759.0,1723.1667,0.0,3480328.155,58024.8108,2750470.373,45856.4584,729857.7816,12168.3525,NTSwL
26.0,1.0,1.0,1.0,100.0,2231901.79,37216.9716,32.5986,0.5436,1.0483,1.02,1.0517,1.0,73681578.67,14.0,1110667947.0,15.0,1215521451.0,10.9333,8.5,17.6667,0.0,1834717.259,30593.9179,913053.976,15225.1789,921663.2833,15368.7391,WSK
2.6667,2.6667,1.0,4.6667,2.1667,99948.5378,1666.6423,12.7004,0.2118,0.0,0.0367,0.18,85.0,6987902976.0,95.0,7778002944.0,95.0,7882856448.0,9.2667,7.0,14.6667,0.0,1835811.521,30607.061,914021.1786,15238.7659,921790.3423,15368.2951,TVM
26.0,1.0,1.0,0.3333,100.0,2147832.308,35809.1415,33.496,0.5585,1.0,1.02,1.1183,1.0,80345770.67,36.0,2946052779.0,37.0,3050906283.0,9.0667,7.5,12.0,0.0,1833983.551,30586.7837,912502.5429,15218.5214,921481.0084,15368.2623,WSK
1.0,1.0,1.0,1.0,1.0,12681.6096,211.5012,2.3974,0.04,0.0,0.0,0.0467,1.0,90474496.0,95.0,7746050048.0,95.0,7850903552.0,23.9667,13.8333,36.8333,0.0,1833363.95,30576.4501,911993.936,15210.039,921370.0142,15366.4112,NTS
1.0,1.0,1.0,1.0,1.0,16384.0,273.2033,3.0,0.05,0.0,0.0067,0.0467,87.0,7087777792.0,95.0,7820959061.0,96.0,7925812565.0,8.9,7.8333,10.8333,0.0,1855889.0,30946.9568,923183.4,15394.087,932705.6,15552.8698,NTS
1.0,1.0,1.0,1.0,0.3333,2255568.896,37624.1684,34.994,0.5837,0.0,0.0,0.03,37.0,3036594176.0,95.0,7749149355.0,95.0,7854002859.0,8.9,8.1667,10.3333,0.0,1855316.327,30937.4075,923123.9977,15393.0965,932192.3296,15544.311,TWM
32.0,25.6667,0.3333,100.0,1.0,582672.5865,9716.0678,13.4825,0.2248,1.43,1.4583,1.3367,1.0,71444480.0,23.0,1904434517.0,24.0,2009288021.0,1402.3429,385.5714,2614.0,0.0,3443769.977,57424.8787,2728887.548,45504.2112,714882.4289,11920.6675,WSKwL
26.0,1.0,100.0,1.0,2.0,16384.0,273.2944,3.0,0.05,1.0,1.125,1.2,1.0,74315776.0,28.0,2255087616.0,28.0,2359941120.0,12.6,8.6667,18.1667,0.0,1844936.995,30764.3321,918104.6512,15309.3989,926832.3433,15454.9332,WSK
30.8333,9.8333,11.5,2.0,100.0,5855781.0,97645.1726,40.0894,0.6685,1.3783,1.3133,1.215,42.8333,3486652416.0,66.0,5377501184.0,66.0,5482354688.0,960.0667,502.3333,1639.0,0.0,3657200.17,60983.8281,2881174.467,48043.5962,776025.703,12940.2318,WSKwL
26.0,1.5,100.0,1.0,0.5,1677338.651,27974.2937,30.004,0.5004,1.055,1.0333,1.0517,19.1667,1595906048.0,51.0,4183421611.0,52.0,4288275115.0,10.1333,8.3333,12.6667,0.0,1834098.84,30573.4096,912472.6474,15210.4125,921626.1928,15362.997,WSK
2.1667,2.0,1.1667,1.0,5.5,88064.0,1468.2227,10.4,0.1734,0.0633,0.2117,0.3667,85.0,6944475136.0,95.0,7767638699.0,95.0,7872492203.0,8.5667,7.1667,11.1667,0.0,1836887.03,30630.0989,914098.9766,15242.6042,922788.0532,15387.4946,TVM
26.0,1.0,100.0,1.0,1.0,2161213.953,36044.2621,33.482,0.5584,1.0,1.0017,1.0483,42.0,3440609280.0,65.0,5315128661.0,65.0,5419982165.0,10.9667,8.3333,16.3333,0.0,1835555.205,30612.9954,914153.3982,15246.054,921401.8072,15366.9414,WSK
4.6667,9.1667,1.0,5.0,3.3333,16384.0,273.1577,3.0,0.05,0.24,0.17,0.065,86.0,7084126208.0,95.0,7818427051.0,96.0,7923280555.0,1286.59,608.4,2139.0,4.0,3258518.434,54326.7495,2563477.787,42738.8761,695040.6462,11587.8734,NTSwL
31.5,10.8333,100.0,12.8333,1.6667,6265748.65,104481.3849,42.6262,0.7108,1.31,1.29,1.2583,1.0,75993907.2,28.0,2286621491.0,29.0,2391474995.0,1132.4333,428.8333,1792.5,0.0,3574864.892,59620.8287,2825853.035,47128.9699,749011.8562,12491.8588,WSKwL
1.0,1.0,1.0,1.0,1.0,13520.896,225.3858,2.301,0.0384,0.0,0.0,0.0083,86.0,7066251264.0,95.5,7821048491.0,96.0,7925901995.0,9.2667,7.8333,11.8333,0.0,1833349.564,30576.2102,912034.2505,15210.7113,921315.3135,15365.4989,NTS
1.0,1.0,1.0,1.0,0.8333,15560.704,259.5181,2.799,0.0467,0.0,0.0233,0.08,85.0,6978211840.0,95.0,7782694912.0,95.0,7887548416.0,10.1333,7.8333,17.0,0.0,1834013.948,30582.1902,912518.6867,15216.2529,921495.2611,15365.9373,NTS
31.1667,23.8333,1.0,46.6667,53.1667,5682749.204,94775.6705,44.2225,0.7375,1.0483,1.0067,1.005,48.0,3950592000.0,69.3333,5691146923.0,70.0,5796000427.0,1301.5333,700.5,1873.6667,0.0,3565685.087,59467.7299,2827327.645,47153.5631,738357.4422,12314.1668,WSKwL
32.0,22.6667,1.0,3.0,100.0,14162.8074,236.1255,2.4899,0.0415,1.255,1.2417,1.1867,16.0,1333342891.0,50.0,4059342848.0,50.0,4164196352.0,1089.1429,425.0,2490.4286,0.0,3364201.21,56088.7164,2652405.975,44221.5067,711795.2353,11867.2097,WSKwL
